F3,FC5,AF3,F7,T7,P7,O1,O2,P8,T8,F8,AF4,FC6,F4
266,548,337,-160,837,479,1145,390,78,675,-982,839,514,276
271,540,335,-163,796,482,1159,391,78,666,-982,835,516,273
267,537,330,-164,817,481,1149,393,62,647,-982,836,518,275
262,539,331,-160,847,496,1144,391,47,643,-981,841,514,275
265,540,333,-156,841,499,1146,389,57,632,-978,840,508,274
266,542,332,-154,830,476,1132,391,72,645,-977,837,511,278
260,540,337,-151,812,467,1115,391,71,680,-981,837,516,278
260,541,341,-159,786,469,1113,390,69,674,-981,839,514,275
265,544,336,-165,803,461,1102,392,61,637,-980,841,512,277
264,540,333,-157,836,458,1086,393,46,627,-983,844,516,279
263,539,334,-158,818,473,1090,394,51,640,-983,841,517,276
264,544,329,-163,808,487,1099,393,72,655,-982,837,514,276
262,543,330,-157,847,488,1102,392,84,674,-986,839,515,277
266,540,339,-160,856,476,1119,391,77,664,-986,841,516,277
273,546,338,-168,804,468,1147,395,66,629,-983,841,512,277
274,548,332,-163,774,473,1156,395,60,616,-982,841,511,277
270,543,336,-155,803,483,1150,387,67,611,-982,838,512,279
264,544,344,-157,814,487,1149,387,77,611,-982,835,515,276
265,543,338,-161,784,482,1141,396,89,635,-983,837,516,271
269,537,336,-159,803,482,1124,398,95,655,-981,841,511,273
265,539,337,-159,850,489,1102,395,93,654,-978,840,510,276
262,547,335,-162,823,482,1074,393,102,663,-984,838,517,274
267,544,337,-162,790,451,1052,390,105,669,-986,840,515,273
266,537,338,-159,831,433,1055,388,93,668,-986,837,511,272
263,536,331,-159,844,451,1079,391,91,668,-986,837,518,270
265,538,332,-160,799,471,1112,392,97,667,-983,842,518,274
263,540,338,-163,782,469,1131,390,85,652,-982,841,507,276
260,543,330,-164,780,464,1133,392,74,633,-982,836,511,272
261,538,325,-159,767,478,1136,394,71,623,-980,838,517,271
265,530,335,-159,772,484,1138,393,71,624,-981,841,512,274
265,535,338,-162,795,471,1130,393,87,649,-982,838,510,275
260,545,331,-166,812,464,1126,393,109,678,-980,838,513,274
259,541,329,-169,809,464,1123,393,110,672,-985,838,511,274
267,534,331,-168,793,453,1107,391,91,653,-988,836,513,270
266,537,329,-168,793,450,1095,389,79,637,-979,838,518,266
260,541,335,-165,815,472,1100,391,77,640,-978,841,513,268
261,540,341,-159,832,483,1108,395,79,675,-985,839,511,268
262,540,333,-160,834,472,1102,394,75,697,-989,835,517,268
262,540,327,-166,827,472,1094,391,71,660,-986,837,513,272
260,540,335,-164,823,492,1106,391,75,626,-982,842,506,275
259,542,335,-161,826,498,1129,390,75,615,-984,843,510,271
261,544,325,-161,811,483,1133,390,73,591,-988,838,513,274
267,546,329,-161,774,480,1128,394,91,619,-984,836,510,280
270,541,336,-162,777,487,1134,393,127,682,-979,842,513,274
266,534,336,-160,829,491,1135,390,144,686,-979,844,514,268
260,536,335,-158,844,501,1128,392,140,673,-984,839,513,270
262,542,333,-160,814,506,1126,393,130,675,-986,837,512,272
265,542,332,-160,801,485,1118,393,108,654,-982,840,510,269
261,543,331,-161,811,457,1092,393,83,640,-978,837,510,269
259,542,333,-164,811,455,1075,390,75,661,-984,834,510,272
267,540,335,-163,797,463,1084,390,69,667,-991,838,511,272
271,542,336,-161,794,468,1105,394,56,655,-988,838,514,271
266,538,340,-163,823,469,1120,397,49,635,-983,835,513,268
261,536,341,-162,830,467,1132,393,42,590,-983,839,511,270
262,539,336,-160,788,463,1153,389,36,581,-983,842,514,271
265,542,329,-160,779,466,1172,390,45,626,-981,841,516,269
263,542,329,-160,801,471,1161,392,69,650,-984,841,512,272
262,541,333,-162,789,465,1135,389,99,649,-990,843,510,274
263,538,335,-164,785,463,1124,389,130,657,-988,841,513,272
265,534,331,-164,822,467,1118,394,135,657,-984,838,515,272
265,538,332,-162,851,467,1094,394,114,655,-983,838,514,275
265,540,338,-160,859,473,1073,388,101,673,-982,841,511,273
267,537,335,-160,863,480,1080,391,103,684,-983,837,514,270
266,536,333,-161,844,468,1097,395,92,671,-986,833,516,271
266,539,339,-157,817,451,1100,393,73,648,-986,836,513,273
269,544,341,-155,805,453,1106,392,80,635,-983,838,514,275
266,544,334,-161,812,474,1130,395,103,646,-979,835,520,275
266,546,334,-162,833,495,1155,396,111,659,-980,838,516,278
274,542,341,-156,832,495,1163,393,111,673,-983,840,508,281
268,539,341,-156,808,480,1166,390,120,702,-983,834,512,277
261,542,334,-159,812,473,1164,392,128,709,-981,836,517,272
269,540,333,-159,829,474,1153,395,119,677,-982,843,517,274
271,538,339,-159,813,465,1123,394,111,669,-991,843,518,274
270,545,341,-161,799,444,1089,391,108,683,-991,840,515,273
273,547,335,-159,807,432,1085,391,94,667,-982,835,509,273
267,541,331,-158,820,442,1095,395,69,655,-983,837,513,274
260,542,332,-160,846,455,1101,399,53,681,-993,845,518,269
264,542,334,-158,862,461,1115,395,53,686,-989,842,514,267
266,540,335,-160,843,461,1127,390,55,651,-981,834,510,274
259,542,335,-167,816,447,1114,390,49,628,-983,838,512,278
257,540,332,-168,806,433,1099,393,44,618,-981,846,515,275
260,538,330,-160,819,433,1102,396,50,609,-978,840,516,274
261,538,331,-159,825,434,1104,395,63,636,-983,830,512,275
263,535,330,-164,803,431,1091,391,72,667,-986,834,508,272
261,537,331,-164,798,434,1076,388,62,655,-982,840,511,270
257,539,333,-159,824,440,1070,390,48,640,-982,842,516,273
260,538,334,-162,837,457,1066,394,46,650,-987,841,516,276
263,540,334,-166,834,462,1058,394,37,640,-985,839,510,274
260,544,333,-162,827,446,1058,390,29,605,-979,839,511,271
260,545,338,-162,825,433,1067,391,29,601,-980,837,518,273
260,543,341,-163,821,419,1086,395,21,630,-984,834,518,271
258,542,334,-160,780,404,1116,392,11,644,-984,835,513,267
262,541,330,-160,750,409,1138,392,16,613,-981,839,514,272
264,538,332,-160,805,428,1143,394,30,577,-980,837,518,274
263,537,332,-160,852,435,1144,392,53,595,-982,836,517,270
264,544,334,-161,835,434,1140,388,75,626,-987,837,513,273
263,547,334,-164,820,437,1132,386,82,634,-985,836,511,277
264,544,336,-162,817,445,1117,387,90,649,-981,838,513,275
267,540,342,-159,808,455,1091,390,102,672,-985,840,516,276
265,538,336,-157,799,445,1067,393,110,682,-986,840,517,277
264,539,332,-158,796,427,1059,393,117,687,-982,839,512,275
266,541,338,-159,801,423,1070,393,116,683,-985,840,510,274
266,542,336,-160,804,430,1103,392,99,655,-989,838,514,273
268,542,331,-164,797,444,1146,393,81,632,-987,835,514,272
266,540,332,-165,803,458,1173,393,82,631,-985,839,512,271
265,542,332,-160,819,461,1176,389,99,644,-983,846,513,273
268,544,329,-160,824,463,1172,392,119,657,-983,843,514,274
264,539,332,-163,817,465,1163,395,135,668,-989,834,514,272
259,535,338,-163,815,461,1147,390,153,671,-992,836,517,270
263,538,336,-160,836,460,1126,389,169,661,-985,841,516,270
268,538,333,-158,844,476,1110,397,188,671,-983,839,512,272
266,537,341,-162,829,492,1097,397,205,710,-986,837,509,273
263,540,341,-162,839,493,1091,389,197,722,-986,839,511,274
263,539,332,-159,871,482,1093,389,182,687,-983,841,512,274
264,535,331,-158,861,477,1095,392,186,659,-980,835,512,276
268,538,330,-158,804,477,1116,391,194,668,-982,830,512,280
269,544,331,-159,780,469,1146,393,201,686,-980,836,512,279
267,547,336,-163,816,466,1149,394,207,671,-980,841,515,277
267,543,333,-160,837,473,1145,394,189,645,-987,838,513,272
272,539,329,-157,811,473,1163,392,172,651,-990,839,510,269
274,540,333,-164,818,473,1177,392,191,676,-982,846,513,271
270,542,337,-163,867,480,1161,392,203,672,-978,843,512,268
269,542,334,-156,879,479,1132,391,199,653,-979,838,510,270
269,537,329,-160,855,466,1111,392,207,647,-982,843,510,275
266,538,333,-158,841,460,1096,393,208,645,-989,842,510,274
263,542,336,-151,838,460,1077,393,200,659,-987,832,511,270
266,539,333,-155,836,460,1069,391,200,684,-980,831,516,272
264,536,334,-161,830,459,1078,390,198,685,-982,844,515,276
260,541,338,-161,825,456,1084,392,191,651,-982,849,512,275
263,546,334,-161,828,446,1088,394,185,622,-978,845,516,270
267,538,327,-159,829,440,1100,392,174,622,-982,845,517,270
265,534,329,-160,829,451,1126,392,175,621,-986,843,515,275
260,539,333,-164,827,470,1153,393,184,629,-982,838,515,275
264,539,334,-161,833,483,1156,388,187,664,-981,840,514,273
267,536,332,-158,836,477,1140,391,197,682,-983,839,513,275
264,538,330,-163,835,460,1139,397,205,645,-983,835,515,277
262,538,333,-162,833,455,1133,394,204,628,-980,836,513,278
267,534,334,-158,806,454,1101,392,208,664,-981,840,510,277
270,539,335,-159,790,448,1073,394,206,667,-988,837,513,275
263,545,335,-159,833,452,1061,390,188,634,-988,838,515,274
261,541,334,-155,875,455,1062,392,173,643,-980,843,513,273
268,538,335,-156,848,451,1077,400,165,684,-979,839,512,272
267,540,331,-163,816,451,1092,395,167,678,-984,835,510,273
262,544,327,-162,825,457,1095,388,188,652,-983,840,511,270
267,545,329,-159,834,461,1106,392,205,667,-976,841,511,268
273,539,333,-160,821,460,1125,393,193,669,-978,837,512,274
265,537,332,-159,804,466,1134,389,183,642,-984,836,515,275
262,541,334,-159,813,482,1141,389,190,648,-981,837,513,273
270,544,337,-162,842,487,1147,394,187,656,-980,837,512,274
272,542,334,-161,858,469,1138,396,162,612,-981,838,515,273
265,540,332,-158,840,463,1114,392,142,590,-982,839,510,267
261,542,338,-157,809,478,1086,389,142,624,-984,838,507,270
268,544,339,-161,821,484,1070,390,143,626,-985,839,516,275
270,543,335,-161,856,483,1081,394,135,595,-982,839,520,276
264,541,336,-158,853,500,1111,394,137,609,-985,841,512,274
264,540,338,-160,844,513,1132,391,152,652,-986,840,512,274
265,541,335,-161,858,503,1144,392,159,642,-981,835,518,274
264,543,331,-160,859,495,1160,394,164,610,-980,835,516,272
267,544,331,-158,846,497,1173,394,172,625,-983,841,512,274
268,542,332,-160,827,492,1170,394,156,633,-982,843,515,273
264,543,335,-162,796,486,1162,394,132,596,-981,836,517,269
261,545,336,-166,792,484,1159,395,134,597,-980,832,512,267
260,542,334,-168,812,483,1144,396,152,640,-981,834,514,269
261,539,336,-161,824,483,1124,393,161,640,-986,834,516,272
264,541,336,-155,832,489,1112,393,163,618,-984,838,510,276
264,539,332,-163,830,488,1101,395,163,631,-975,844,510,277
266,535,336,-164,829,485,1094,391,156,646,-976,841,516,275
269,537,336,-152,847,495,1110,389,150,645,-985,838,516,275
263,540,327,-148,861,507,1132,394,142,642,-989,845,514,274
262,539,329,-157,841,503,1137,394,129,623,-986,847,513,276
267,538,339,-162,805,488,1126,390,121,612,-986,838,516,276
267,539,339,-162,802,476,1110,392,124,634,-987,833,517,271
264,540,334,-161,830,475,1116,393,139,650,-982,837,512,269
265,540,331,-158,832,486,1134,391,158,641,-982,839,510,270
266,542,335,-162,799,503,1141,390,173,638,-983,836,513,271
265,541,336,-163,796,512,1146,390,173,647,-979,836,513,273
264,541,334,-161,812,515,1146,394,168,650,-980,838,513,272
261,544,333,-161,801,506,1120,395,170,645,-981,838,513,270
257,546,335,-163,809,489,1097,391,172,638,-981,840,511,279
262,542,338,-160,847,487,1101,392,166,638,-984,840,512,281
264,541,339,-154,855,495,1105,395,161,655,-987,838,513,275
258,547,336,-156,855,494,1097,393,148,663,-984,840,513,279
260,545,333,-162,862,487,1092,391,124,623,-980,841,514,280
269,536,335,-162,833,487,1095,395,103,591,-982,836,511,273
271,538,341,-158,816,491,1105,395,107,621,-988,838,511,272
264,546,341,-163,830,494,1119,393,126,659,-990,843,513,276
259,544,337,-168,808,494,1122,392,134,655,-984,842,511,276
261,542,336,-162,787,496,1109,393,146,648,-980,841,514,280
262,546,340,-159,814,494,1095,393,174,663,-982,842,514,283
265,542,342,-158,834,489,1094,392,188,671,-980,841,511,279
275,541,339,-154,831,492,1100,394,182,667,-974,843,515,275
274,549,337,-156,836,494,1094,393,183,665,-975,846,518,272
266,549,340,-159,830,483,1085,392,176,654,-983,846,516,275
271,545,341,-156,813,478,1088,395,151,629,-984,839,516,277
270,550,339,-157,797,485,1088,396,126,624,-978,833,516,272
262,552,344,-158,793,475,1071,392,97,644,-981,837,512,272
269,546,346,-153,816,467,1059,392,71,638,-989,842,513,273
273,546,340,-155,836,482,1072,393,78,616,-988,839,513,275
265,547,340,-160,821,496,1088,393,111,625,-983,835,509,278
267,543,347,-157,805,495,1097,394,134,656,-983,842,510,276
271,544,346,-155,820,494,1115,392,156,673,-983,847,511,271
269,546,337,-156,808,502,1131,389,193,672,-975,840,510,273
267,542,336,-160,766,495,1118,389,203,657,-976,834,509,275
265,539,342,-164,773,475,1096,390,184,638,-988,835,511,271
267,541,339,-162,822,472,1100,391,176,635,-990,843,512,274
268,543,331,-162,839,480,1099,393,168,635,-984,845,511,275
264,545,333,-166,819,472,1070,392,119,592,-985,840,512,272
262,544,336,-164,801,455,1042,390,53,531,-985,844,514,276
265,537,334,-161,798,461,1043,392,14,503,-978,845,515,276
264,534,334,-160,811,485,1061,393,21,526,-977,839,514,270
264,538,335,-160,808,486,1079,391,63,590,-982,839,515,274
266,542,334,-162,786,473,1093,389,100,638,-983,844,514,280
266,545,334,-163,792,478,1110,392,115,648,-983,838,513,277
263,545,335,-162,805,483,1131,394,133,661,-984,834,514,274
262,543,335,-160,782,470,1137,391,163,680,-984,839,513,273
268,546,338,-158,761,472,1130,393,180,684,-983,839,513,274
275,550,344,-154,795,490,1123,394,175,676,-987,836,516,278
275,547,340,-155,833,489,1114,391,161,644,-994,838,515,277
270,543,335,-158,827,482,1091,392,133,608,-987,843,513,272
271,543,341,-155,831,485,1069,395,98,594,-978,844,514,271
276,543,345,-151,853,493,1068,392,70,555,-980,841,514,276
272,544,338,-155,847,510,1092,391,52,511,-984,842,512,271
266,543,333,-162,833,526,1124,395,67,532,-983,837,514,265
268,538,337,-161,827,517,1141,393,110,572,-985,831,514,268
267,539,337,-162,814,499,1150,388,141,586,-987,834,510,271
266,543,330,-162,808,502,1163,387,160,621,-985,840,513,273
265,541,326,-162,820,513,1167,394,193,680,-987,839,519,272
259,540,332,-164,841,519,1159,395,223,718,-986,837,515,267
258,539,337,-165,853,516,1150,391,230,735,-982,837,511,270
264,537,328,-161,847,506,1145,392,238,751,-987,838,513,272
264,540,325,-158,834,511,1152,394,261,761,-986,838,513,270
259,543,332,-164,835,530,1161,391,271,754,-978,838,514,271
254,540,337,-164,827,529,1151,389,247,736,-980,837,516,274
256,538,334,-162,795,502,1133,392,221,707,-983,839,516,271
263,538,329,-165,778,490,1129,393,205,678,-977,841,514,269
262,533,331,-163,782,497,1137,392,182,664,-982,840,511,271
263,536,336,-161,783,499,1149,391,180,667,-988,835,513,272
271,542,338,-163,780,500,1163,391,205,663,-985,835,517,271
267,543,337,-160,786,503,1166,393,208,654,-986,839,515,273
257,539,338,-161,808,501,1153,395,199,661,-987,839,512,275
260,537,340,-163,845,494,1137,394,207,665,-981,838,513,271
265,539,335,-157,863,481,1110,394,204,658,-981,838,513,270
264,543,333,-158,828,464,1088,393,187,664,-985,841,511,275
263,544,337,-164,806,473,1093,392,190,654,-982,843,515,275
263,538,336,-157,827,506,1103,395,193,625,-981,840,518,272
268,540,334,-153,817,518,1097,394,175,633,-983,843,517,273
274,547,334,-158,782,509,1108,391,163,649,-979,849,516,276
268,548,335,-162,798,509,1133,393,166,626,-978,840,513,274
264,544,337,-159,844,515,1136,396,174,622,-983,828,511,272
269,544,339,-153,846,511,1140,396,193,655,-981,832,515,275
269,545,341,-157,808,511,1160,392,222,664,-976,835,517,276
263,544,341,-163,792,514,1169,389,240,651,-981,835,512,273
262,544,336,-158,813,507,1159,391,252,669,-988,838,513,274
267,543,329,-160,833,506,1151,393,274,720,-986,836,517,276
263,539,330,-166,823,502,1134,393,270,737,-983,836,512,273
261,536,333,-160,813,486,1096,390,211,690,-983,840,510,272
265,539,333,-157,818,477,1065,389,154,651,-983,841,515,278
265,538,330,-163,829,477,1061,393,138,645,-982,837,516,282
261,536,332,-165,823,465,1065,396,125,619,-983,836,513,280
259,538,340,-160,801,457,1075,392,104,585,-985,840,511,274
264,535,335,-157,795,467,1108,389,115,588,-984,840,511,271
270,536,329,-158,806,483,1149,392,157,612,-984,840,516,276
270,540,333,-159,812,499,1170,393,196,635,-985,845,517,280
263,538,336,-160,811,504,1171,392,211,661,-982,844,516,275
260,535,336,-159,807,497,1158,393,209,656,-983,834,513,271
263,538,335,-159,803,500,1140,395,212,635,-989,832,512,276
263,543,334,-158,797,504,1122,394,218,641,-987,839,515,277
260,542,333,-158,803,490,1089,391,205,645,-984,842,513,275
261,538,336,-158,833,474,1046,390,183,627,-988,839,511,277
266,543,341,-159,855,476,1032,393,169,608,-987,839,516,277
265,549,343,-160,840,473,1045,396,164,610,-981,842,514,273
266,546,336,-156,833,451,1051,393,164,636,-981,841,511,271
268,543,331,-158,836,433,1055,390,161,640,-982,837,515,269
262,543,332,-163,812,427,1064,390,156,597,-979,838,517,269
264,542,332,-161,792,426,1070,394,164,570,-980,840,511,273
272,544,331,-162,800,428,1083,396,190,591,-982,838,513,275
267,544,333,-166,810,437,1105,392,215,610,-979,836,516,273
260,537,338,-162,812,438,1121,388,219,614,-981,838,515,271
266,537,337,-153,817,438,1120,391,216,628,-987,840,514,270
268,544,332,-157,840,449,1111,392,227,663,-988,840,510,272
260,542,329,-162,850,458,1101,391,240,684,-987,838,511,276
257,535,329,-159,835,453,1089,395,232,657,-985,840,514,276
260,535,330,-159,823,440,1075,395,212,644,-981,845,513,274
261,537,332,-163,815,423,1057,391,193,667,-979,841,510,274
261,536,334,-161,806,410,1048,393,181,655,-983,833,512,279
261,535,334,-160,802,411,1064,396,189,623,-987,836,518,277
263,538,331,-164,789,425,1106,394,208,622,-985,839,520,267
268,537,335,-164,772,444,1142,389,210,625,-981,837,515,267
266,535,343,-159,788,466,1156,388,195,600,-980,836,513,274
259,537,339,-158,800,483,1168,394,194,583,-983,838,515,279
259,537,331,-164,782,484,1173,395,201,595,-985,839,511,279
264,535,329,-165,784,476,1160,387,200,595,-988,839,508,272
264,541,332,-164,809,473,1142,386,199,585,-990,839,511,270
266,546,334,-160,820,471,1118,394,207,603,-984,836,515,275
270,540,334,-159,805,455,1074,396,217,648,-983,834,516,274
268,539,334,-163,793,429,1027,391,214,661,-989,838,514,269
265,540,334,-164,801,422,1019,387,206,643,-986,841,513,274
268,537,333,-159,798,435,1045,389,206,641,-980,839,513,276
269,543,334,-157,793,447,1079,395,210,640,-985,835,515,270
263,547,335,-160,808,451,1113,397,201,609,-988,837,516,269
262,540,332,-161,801,453,1143,391,193,576,-985,842,513,269
266,537,328,-161,769,467,1162,392,207,577,-985,840,510,268
265,542,332,-160,776,483,1169,394,228,580,-982,834,511,268
262,543,335,-158,793,479,1161,390,248,591,-980,836,517,268
261,539,333,-162,797,476,1149,388,261,626,-980,840,517,271
264,537,330,-162,828,482,1133,392,263,643,-984,836,511,275
267,540,331,-162,832,477,1103,394,258,652,-990,836,508,273
268,543,332,-165,805,458,1072,391,250,674,-993,841,509,273
264,537,331,-164,825,443,1060,391,235,675,-985,840,508,276
262,529,331,-160,842,444,1059,395,226,653,-977,840,506,274
264,534,330,-159,819,453,1056,396,234,649,-983,846,515,271
263,542,331,-161,816,459,1068,390,240,645,-986,839,519,272
261,539,333,-163,814,452,1096,387,238,605,-984,832,513,274
261,535,332,-167,781,439,1117,391,233,596,-983,838,514,272
262,539,331,-167,775,438,1130,393,225,644,-985,839,516,272
267,542,335,-160,800,443,1134,393,227,661,-984,831,510,274
269,542,337,-159,818,441,1132,393,236,631,-983,834,508,275
269,541,334,-159,826,441,1136,394,240,628,-985,841,515,277
265,542,335,-159,823,444,1130,393,245,638,-982,840,516,281
268,544,337,-162,826,434,1109,390,248,612,-981,841,510,277
275,548,337,-159,840,424,1097,392,240,599,-986,839,513,271
273,548,338,-156,838,434,1097,393,236,639,-988,834,518,270
267,545,340,-160,829,440,1094,392,243,683,-988,840,516,269
272,548,336,-159,827,437,1102,394,236,691,-984,841,512,271
275,549,331,-156,835,428,1125,393,215,669,-980,834,514,276
269,544,334,-156,823,407,1134,390,198,637,-982,838,516,275
268,541,339,-158,778,391,1125,392,193,612,-985,843,513,270
267,541,334,-157,760,404,1128,392,193,582,-983,838,509,273
261,539,334,-158,797,432,1149,387,200,560,-982,832,512,277
257,537,342,-160,823,451,1167,390,226,599,-985,833,516,279
261,541,341,-163,801,460,1171,394,248,657,-983,839,516,280
267,543,332,-162,790,458,1166,387,235,638,-982,844,514,277
265,542,331,-158,797,455,1153,387,220,602,-984,841,516,273
261,541,335,-164,775,450,1137,397,227,614,-987,839,516,273
259,539,331,-169,771,440,1118,399,229,609,-987,841,512,273
261,540,331,-165,813,440,1101,392,225,598,-983,842,511,275
265,541,334,-160,828,456,1097,391,225,624,-984,842,515,278
268,539,330,-159,812,460,1095,393,212,631,-988,840,515,278
266,543,330,-160,816,458,1105,393,200,611,-987,836,513,275
260,543,334,-161,814,468,1139,393,213,619,-984,837,514,277
264,536,336,-159,807,474,1165,393,228,632,-982,841,514,274
271,536,334,-158,822,478,1181,392,233,626,-983,839,513,269
263,540,337,-160,823,488,1193,393,245,620,-986,834,515,271
260,542,340,-162,816,495,1186,393,258,643,-987,837,515,276
271,544,339,-159,837,492,1166,388,257,671,-985,840,511,277
272,545,335,-158,844,488,1146,389,242,665,-989,838,513,276
260,541,333,-165,824,496,1125,395,232,643,-990,836,516,273
259,537,331,-167,835,513,1101,393,229,626,-984,837,513,273
266,541,332,-164,861,517,1078,391,237,619,-984,836,511,275
263,545,335,-163,852,508,1069,393,248,637,-989,837,511,273
260,541,335,-162,832,499,1088,393,250,660,-987,843,511,268
263,541,334,-156,831,492,1114,392,251,659,-977,844,514,272
260,544,333,-157,829,491,1127,393,249,643,-976,838,516,276
259,541,337,-164,811,506,1148,393,226,624,-987,836,514,273
263,540,337,-160,819,525,1173,393,207,610,-989,840,513,273
258,547,333,-156,839,532,1174,394,215,610,-981,838,513,276
260,545,335,-161,826,520,1154,393,215,604,-977,832,512,276
271,538,336,-163,822,509,1134,391,202,594,-980,836,509,274
272,544,331,-158,863,501,1116,390,202,616,-984,844,512,270
265,547,331,-158,887,490,1091,391,208,649,-987,845,520,271
263,539,337,-163,864,479,1064,393,196,655,-985,841,518,277
268,540,339,-161,849,477,1050,393,180,639,-980,841,511,277
268,544,341,-156,850,480,1054,392,163,607,-984,842,515,274
263,539,340,-161,847,479,1067,392,146,585,-992,842,516,272
261,542,330,-168,857,482,1078,392,149,598,-986,839,510,269
263,548,328,-163,862,491,1093,391,167,615,-978,837,511,267
265,542,335,-157,860,507,1127,395,188,635,-985,838,515,274
266,540,334,-163,870,524,1163,394,219,688,-989,837,512,277
267,547,329,-168,868,523,1159,390,234,705,-980,836,512,276
269,544,331,-162,849,503,1131,389,216,661,-980,838,516,276
265,537,332,-158,849,497,1127,391,199,647,-986,834,518,272
264,539,338,-158,876,505,1120,390,186,637,-986,833,515,270
266,543,342,-156,890,499,1084,387,173,600,-986,837,512,272
265,541,334,-156,887,495,1063,388,192,624,-985,836,513,271
266,542,336,-157,891,505,1076,394,213,679,-984,835,514,266
266,544,344,-157,895,502,1092,397,212,681,-986,838,512,269
263,545,342,-158,880,492,1102,393,225,675,-984,839,510,276
261,544,339,-158,847,493,1113,390,236,671,-981,840,510,273
262,545,339,-159,836,483,1126,392,221,648,-986,844,511,272
266,545,338,-160,853,473,1147,393,205,639,-990,846,511,279
268,543,336,-158,871,482,1165,393,200,643,-982,844,515,279
266,546,335,-158,869,488,1165,392,204,643,-976,845,518,273
264,546,339,-162,861,490,1150,390,213,649,-987,844,513,269
267,540,340,-161,864,496,1123,392,219,656,-992,844,507,270
270,538,330,-160,858,494,1101,392,211,648,-983,843,509,278
266,542,332,-162,846,490,1100,388,188,631,-979,840,515,278
262,540,340,-159,858,498,1112,390,167,603,-985,841,516,269
268,540,336,-156,880,495,1118,392,161,585,-987,849,512,272
273,548,335,-158,868,487,1125,390,172,608,-984,845,511,280
270,547,338,-159,834,488,1146,391,190,634,-985,838,513,275
266,541,332,-156,828,473,1159,394,196,632,-985,842,513,270
269,543,334,-155,841,458,1149,391,183,623,-983,843,512,273
272,541,342,-157,831,469,1138,393,174,620,-984,837,512,274
261,536,338,-162,809,470,1129,396,168,598,-984,838,513,268
258,537,334,-165,823,456,1117,392,145,575,-982,845,514,264
269,542,336,-157,865,469,1108,388,138,590,-980,841,513,268
272,539,335,-152,882,494,1108,390,155,629,-982,835,511,272
267,534,334,-158,866,488,1116,396,168,645,-978,836,513,272
269,538,338,-158,850,475,1141,394,168,618,-981,836,515,270
274,547,339,-153,824,480,1167,391,171,602,-986,833,514,271
271,547,335,-158,799,489,1168,391,188,626,-983,835,515,274
270,542,335,-160,811,487,1164,390,205,630,-978,841,515,274
271,542,340,-156,828,486,1167,389,217,616,-979,844,513,268
273,543,341,-160,824,486,1153,390,223,626,-981,843,515,268
276,541,339,-162,831,477,1120,390,213,628,-982,841,514,272
271,543,339,-159,834,466,1098,390,195,611,-983,840,514,274
266,545,339,-162,819,473,1095,393,185,607,-983,840,516,277
269,546,339,-159,832,474,1095,392,185,600,-979,842,513,279
271,543,335,-153,851,466,1103,389,197,598,-980,840,508,275
272,542,336,-155,844,472,1106,390,209,629,-982,839,512,274
272,546,340,-159,855,479,1104,394,201,653,-981,845,517,271
267,544,337,-159,855,478,1133,394,194,649,-981,845,515,267
267,539,333,-159,803,483,1173,393,189,643,-981,837,514,273
268,537,334,-160,789,492,1180,392,169,626,-979,835,513,275
267,541,337,-162,845,489,1169,393,151,607,-981,841,512,269
271,541,337,-157,869,470,1153,396,138,585,-984,841,513,276
269,539,332,-155,851,463,1131,393,130,566,-983,839,514,282
260,543,334,-161,857,479,1115,387,148,599,-982,845,514,277
259,542,337,-159,853,482,1091,391,177,647,-979,844,516,274
265,538,336,-154,825,468,1060,396,188,646,-981,837,518,279
263,540,336,-162,841,470,1058,391,187,635,-989,834,515,280
257,542,336,-170,882,481,1068,388,181,656,-988,837,509,277
264,541,331,-160,879,484,1068,393,172,651,-980,838,509,275
272,538,330,-157,856,478,1082,393,178,619,-982,841,515,274
268,539,336,-165,851,463,1106,390,179,629,-984,844,515,273
262,538,336,-164,836,456,1107,393,167,651,-982,844,514,275
263,538,332,-160,812,457,1109,394,164,633,-987,843,516,277
267,542,333,-164,809,453,1135,393,175,613,-989,839,515,275
266,544,334,-165,827,453,1138,393,187,619,-985,836,513,271
261,540,334,-157,848,447,1106,393,192,625,-987,839,515,275
262,539,338,-156,862,430,1090,393,201,634,-989,844,515,278
268,544,337,-166,865,428,1093,394,209,647,-984,839,510,271
267,545,332,-167,864,442,1079,394,208,649,-982,835,511,267
262,539,333,-156,864,446,1078,393,209,661,-982,843,515,268
263,535,337,-158,860,436,1091,393,209,674,-982,843,513,269
267,538,338,-167,852,419,1079,394,188,637,-981,833,512,273
265,540,335,-163,849,404,1070,391,150,583,-979,838,514,272
262,540,331,-157,842,407,1092,390,136,572,-981,846,512,269
260,539,335,-163,837,417,1112,394,150,583,-984,838,508,274
257,538,333,-163,842,412,1108,395,146,578,-983,832,510,276
259,539,329,-159,832,402,1105,392,132,575,-984,843,512,274
265,539,334,-165,819,412,1116,389,140,598,-987,847,513,275
262,535,336,-165,837,426,1117,394,158,615,-989,839,515,270
264,537,335,-160,859,428,1106,403,172,612,-989,838,513,273
271,539,335,-163,859,433,1107,398,189,623,-986,842,510,285
270,538,338,-163,860,444,1115,387,189,640,-981,844,512,282
272,541,338,-154,866,455,1104,391,173,641,-981,845,512,273
271,547,340,-156,854,456,1089,397,167,615,-982,842,512,278
265,547,340,-159,842,446,1093,396,172,585,-980,836,514,281
265,544,339,-156,852,435,1099,394,170,604,-982,839,513,275
