F3,FC5,AF3,F7,T7,P7,O1,O2,P8,T8,F8,AF4,FC6,F4
257,539,337,-162,805,423,1105,396,171,555,-981,841,513,282
264,543,338,-161,861,416,1076,386,149,543,-982,839,509,278
263,545,339,-163,794,423,1072,387,155,637,-985,843,510,282
263,542,339,-165,752,437,1098,394,170,649,-984,841,516,282
269,539,339,-169,887,436,1100,397,154,634,-982,840,519,274
269,539,338,-164,889,419,1090,398,124,607,-982,842,517,274
268,543,339,-159,770,410,1099,397,119,526,-982,846,512,282
269,544,339,-162,783,423,1103,395,128,510,-982,847,510,280
269,543,338,-161,826,431,1103,395,132,594,-984,848,512,275
270,545,343,-154,844,431,1106,397,141,668,-983,848,515,282
267,543,345,-156,839,428,1096,397,140,623,-982,848,513,285
271,543,345,-163,764,425,1096,397,128,522,-984,848,512,283
274,545,341,-165,780,427,1093,397,130,553,-987,845,514,281
269,541,338,-163,914,433,1070,395,138,694,-986,845,515,280
265,539,342,-160,891,437,1074,391,127,659,-984,849,514,282
270,540,341,-161,754,440,1104,392,118,496,-986,847,519,280
270,541,337,-163,784,450,1108,396,127,514,-990,843,517,276
262,544,337,-166,879,447,1094,398,132,609,-989,846,506,281
259,543,337,-168,893,439,1098,397,122,585,-983,851,507,288
264,539,338,-166,840,437,1110,398,127,570,-981,848,518,288
263,540,336,-166,758,440,1125,396,155,604,-982,845,519,286
262,540,335,-167,775,448,1138,394,167,533,-982,850,510,285
263,532,336,-166,853,445,1130,395,165,507,-985,850,511,283
258,530,335,-167,857,442,1124,397,182,681,-983,843,519,283
260,538,334,-165,840,445,1133,396,196,717,-977,844,517,285
265,541,331,-163,852,443,1135,395,182,580,-981,849,510,286
260,539,329,-166,823,438,1126,394,170,624,-984,848,513,283
257,537,329,-169,806,438,1126,393,173,692,-980,846,518,285
260,534,329,-172,828,430,1123,393,166,531,-979,846,516,287
260,529,330,-172,805,417,1104,396,155,501,-984,850,515,285
254,529,329,-168,793,416,1087,395,153,709,-984,854,516,282
249,535,326,-168,836,416,1088,392,139,662,-978,851,520,287
252,537,323,-169,826,420,1112,394,127,446,-975,846,524,286
255,528,322,-171,775,437,1127,397,145,545,-981,845,522,281
256,527,330,-172,771,449,1116,395,163,711,-987,848,521,288
253,535,337,-170,813,444,1101,393,157,568,-985,850,520,289
255,537,333,-167,840,439,1093,396,158,489,-983,851,521,282
265,541,328,-168,806,440,1074,397,167,666,-983,852,523,283
260,545,331,-169,784,442,1068,396,162,679,-982,852,523,286
253,540,336,-166,795,445,1095,399,153,516,-980,857,521,289
258,536,335,-166,783,451,1110,399,155,534,-979,856,521,293
260,542,331,-167,772,456,1103,399,157,640,-978,854,522,298
258,546,336,-165,810,449,1098,401,140,599,-977,860,524,299
262,540,339,-165,827,440,1088,399,122,534,-976,861,527,297
265,540,337,-167,788,440,1073,398,125,553,-974,861,528,301
264,544,338,-169,781,442,1076,400,138,560,-977,869,524,303
260,542,340,-168,798,452,1090,400,154,567,-976,871,521,303
260,546,341,-163,814,469,1092,400,168,607,-972,867,523,303
261,552,338,-163,816,464,1091,401,168,561,-974,868,525,301
261,551,335,-166,769,448,1097,398,163,503,-975,868,522,301
264,549,338,-166,759,460,1103,399,168,597,-975,861,520,304
262,545,334,-169,826,460,1098,400,164,674,-978,857,518,308
264,544,332,-170,842,432,1094,401,144,589,-976,862,518,307
266,546,338,-167,780,431,1103,402,137,523,-974,865,521,300
262,545,339,-173,734,440,1101,396,145,542,-978,864,520,300
259,541,335,-168,743,427,1081,392,162,549,-980,862,517,303
258,542,330,-163,823,424,1079,397,194,595,-978,860,521,301
259,544,330,-175,867,444,1096,401,213,672,-977,861,525,297
258,545,333,-179,770,456,1100,400,201,606,-975,861,520,296
259,549,333,-172,706,453,1094,399,189,486,-978,862,519,295
260,543,330,-171,804,452,1093,397,190,561,-978,863,523,297
254,536,329,-176,885,464,1094,396,188,715,-976,858,519,294
251,540,332,-177,831,467,1097,398,187,683,-977,854,519,290
252,539,328,-178,784,458,1099,398,185,530,-978,856,524,295
247,537,325,-175,813,462,1097,397,181,516,-978,854,522,295
244,535,325,-173,823,475,1104,399,190,607,-976,850,518,289
251,531,322,-179,785,471,1096,398,197,647,-976,855,518,285
256,533,324,-175,775,465,1076,397,192,644,-983,856,514,284
251,538,332,-167,814,467,1072,398,184,579,-985,850,514,283
248,536,331,-170,827,472,1078,397,171,512,-981,848,524,280
251,534,328,-175,795,477,1076,395,161,594,-982,852,523,286
253,536,332,-175,776,473,1070,398,151,676,-986,853,514,292
255,535,336,-171,774,470,1069,397,133,554,-986,849,518,284
259,537,336,-170,776,476,1071,392,129,486,-983,845,523,275
258,537,334,-170,814,476,1071,393,143,609,-982,843,518,279
260,538,336,-168,818,474,1070,395,149,640,-982,843,515,279
263,540,337,-166,763,488,1070,394,151,564,-986,841,518,271
262,538,335,-165,775,493,1069,393,163,568,-989,841,519,276
264,538,339,-163,822,480,1067,394,163,598,-988,842,519,278
263,543,341,-162,798,474,1070,395,153,573,-986,838,515,269
264,546,338,-161,788,476,1069,394,154,581,-984,833,509,267
267,544,339,-162,803,483,1075,396,155,637,-986,838,513,271
264,539,339,-163,754,487,1094,394,160,628,-988,838,515,270
267,540,338,-166,742,485,1104,393,178,547,-984,831,513,272
269,538,338,-169,811,490,1097,394,187,550,-983,834,515,274
265,534,338,-167,844,506,1089,393,170,595,-987,841,516,268
264,536,339,-166,825,509,1086,391,150,573,-986,835,515,261
267,539,340,-167,820,501,1075,386,147,588,-988,829,516,262
266,538,340,-163,803,495,1070,387,150,622,-990,837,514,267
260,536,337,-163,745,491,1090,393,153,538,-984,838,509,264
264,537,337,-166,738,501,1101,394,154,479,-983,833,510,264
271,539,339,-160,791,506,1090,394,161,608,-987,836,515,271
267,542,339,-154,813,499,1096,393,181,689,-987,839,511,266
269,541,340,-159,796,504,1109,385,184,587,-983,838,508,261
272,536,339,-162,741,514,1106,386,174,535,-985,835,516,266
268,535,338,-160,704,507,1101,397,170,585,-989,834,516,268
267,541,341,-159,779,503,1096,394,152,613,-988,833,510,264
268,543,341,-160,868,502,1080,389,119,610,-990,828,512,260
276,537,340,-158,804,481,1067,399,99,535,-988,827,514,259
278,539,341,-157,700,467,1067,402,106,437,-979,830,509,258
276,546,344,-160,724,485,1073,391,133,519,-981,829,508,257
278,547,345,-156,791,506,1078,385,163,675,-995,829,511,256
280,544,344,-152,815,505,1071,387,163,645,-993,830,510,252
281,543,343,-155,802,493,1065,390,139,525,-984,825,508,254
283,549,342,-155,745,493,1075,385,146,490,-990,821,508,262
285,548,345,-153,737,517,1094,383,176,553,-994,821,512,255
290,545,350,-152,827,539,1102,390,189,673,-989,826,516,249
289,548,350,-148,872,538,1096,390,182,710,-990,830,509,256
282,548,350,-145,772,522,1097,382,171,607,-993,824,503,254
284,546,352,-147,713,515,1100,382,151,490,-993,820,510,246
289,548,353,-149,801,528,1101,384,141,476,-994,819,512,249
288,549,357,-150,849,542,1118,383,174,585,-995,820,503,256
288,549,355,-153,788,542,1136,384,195,653,-991,822,503,253
290,552,345,-153,741,537,1130,386,167,558,-991,824,510,251
288,552,344,-153,754,539,1126,385,156,505,-992,822,510,257
285,549,350,-155,766,538,1126,386,180,582,-990,820,506,259
286,551,349,-154,769,532,1114,391,180,582,-991,824,505,254
286,551,347,-153,766,525,1095,393,162,527,-995,825,503,254
284,546,348,-155,743,517,1080,395,161,572,-991,825,508,261
282,548,349,-154,759,505,1068,391,155,620,-987,828,514,267
278,551,347,-154,805,495,1066,387,149,554,-989,832,513,268
278,548,344,-156,797,500,1068,387,158,493,-988,834,512,272
282,547,345,-157,751,500,1077,391,155,545,-985,835,517,274
283,548,349,-153,767,498,1091,398,146,586,-986,832,518,272
283,551,348,-151,793,505,1099,398,153,539,-988,829,514,271
282,547,345,-154,756,505,1099,394,162,555,-984,835,515,272
286,545,348,-155,717,503,1102,393,164,596,-980,840,516,272
288,548,352,-152,710,508,1103,395,165,490,-985,835,516,276
285,554,349,-152,750,501,1093,397,173,451,-990,835,516,278
289,557,351,-152,801,487,1078,397,179,589,-987,841,513,279
291,555,351,-154,796,491,1072,394,181,638,-985,840,509,281
287,556,352,-155,764,489,1068,390,181,571,-982,834,510,279
290,557,358,-150,769,486,1061,393,181,538,-982,836,514,278
293,556,358,-147,748,496,1064,399,184,534,-990,839,513,277
294,557,355,-148,716,492,1068,400,178,578,-991,842,513,278
293,557,354,-147,757,480,1064,396,166,625,-985,843,516,282
291,558,357,-144,768,474,1056,396,162,537,-985,846,514,281
295,560,356,-144,754,464,1052,398,162,473,-987,846,513,280
294,558,352,-148,782,462,1053,395,161,612,-985,839,515,280
288,559,356,-147,746,473,1074,395,176,686,-983,832,514,281
281,560,354,-149,703,470,1092,397,191,554,-985,831,513,276
280,553,343,-153,810,472,1082,389,184,534,-990,834,512,272
278,549,343,-152,862,483,1071,383,192,655,-989,838,513,275
273,548,344,-156,765,478,1075,393,213,645,-986,836,514,278
273,544,343,-161,762,469,1076,397,201,549,-988,834,512,277
273,542,347,-158,786,471,1067,391,176,539,-986,841,513,272
272,551,344,-157,747,476,1065,394,181,608,-984,843,517,273
272,551,337,-159,776,478,1072,398,194,633,-988,835,514,274
268,538,337,-161,803,471,1073,391,183,563,-992,831,509,270
267,536,343,-164,756,460,1071,386,169,535,-986,834,509,273
271,544,344,-163,769,466,1068,393,174,588,-982,834,512,271
272,545,339,-161,790,481,1084,398,183,601,-986,833,515,270
274,542,342,-161,746,488,1103,397,196,607,-986,837,512,274
274,544,343,-160,759,487,1104,392,207,610,-982,839,512,274
269,548,343,-160,779,478,1102,392,202,531,-980,837,514,273
272,551,344,-164,763,473,1106,398,204,513,-982,836,515,274
273,549,338,-164,811,473,1101,398,207,616,-986,835,515,274
271,545,337,-158,829,473,1095,393,203,670,-989,838,515,272
271,548,342,-157,718,471,1101,393,202,575,-989,835,513,268
272,548,340,-160,682,458,1096,393,184,463,-988,827,509,264
273,541,336,-159,801,447,1087,397,158,513,-986,831,513,263
272,540,340,-159,847,458,1093,395,172,652,-986,837,516,264
267,546,340,-159,784,462,1114,384,193,642,-988,831,516,266
261,542,335,-161,770,445,1128,383,179,509,-991,828,513,265
264,535,335,-159,800,438,1118,392,182,517,-988,833,512,264
269,540,339,-158,805,440,1102,390,203,640,-982,833,514,267
269,540,336,-165,783,436,1099,388,208,663,-986,830,512,267
267,533,333,-170,738,436,1106,396,221,622,-989,833,509,262
264,533,335,-167,742,438,1105,395,230,602,-987,836,513,265
260,538,335,-166,803,426,1089,384,207,565,-991,836,518,266
263,538,330,-166,818,422,1084,383,194,566,-994,833,514,261
264,536,327,-167,780,436,1093,385,215,666,-989,823,510,259
263,536,332,-164,745,439,1088,384,209,673,-988,826,514,259
266,535,334,-163,756,428,1072,382,169,509,-990,834,514,261
263,535,330,-166,821,432,1075,387,166,461,-990,832,507,258
258,539,331,-162,849,433,1076,392,186,602,-991,831,506,257
262,537,331,-160,731,416,1069,394,188,691,-988,833,509,261
263,534,334,-167,663,407,1071,394,176,593,-986,831,511,265
257,537,337,-167,785,406,1070,393,166,480,-990,830,507,263
257,537,332,-159,857,404,1062,392,164,555,-992,830,504,261
266,535,332,-160,777,407,1065,396,165,660,-989,831,513,266
268,534,339,-166,718,409,1073,393,177,633,-990,835,519,269
265,533,335,-163,744,413,1074,382,189,536,-990,835,511,268
268,538,331,-158,764,419,1065,384,183,498,-986,831,511,269
270,544,337,-161,797,424,1053,396,177,600,-987,829,518,268
271,541,342,-163,849,437,1038,397,180,699,-987,834,513,270
270,540,339,-160,783,448,1045,394,178,632,-984,837,508,272
265,544,336,-161,696,439,1064,400,167,519,-986,834,516,270
264,542,340,-162,761,429,1061,400,161,518,-990,835,517,273
265,538,340,-160,849,432,1053,391,166,562,-988,840,508,272
265,541,338,-159,807,429,1066,388,195,621,-987,841,507,269
265,542,340,-162,742,422,1073,390,221,676,-983,838,513,276
263,539,336,-165,743,422,1063,390,200,606,-981,834,516,276
262,542,335,-166,749,433,1066,390,166,523,-988,833,514,267
265,541,337,-164,772,443,1073,394,150,544,-992,835,512,270
269,537,330,-168,795,433,1064,397,144,562,-988,840,513,276
264,537,332,-171,772,418,1061,396,160,574,-984,840,514,271
257,534,338,-167,730,421,1066,394,178,581,-988,832,512,267
263,535,338,-165,719,420,1063,395,170,519,-989,835,514,271
271,538,335,-169,774,411,1054,395,158,533,-985,841,517,271
267,537,337,-168,820,416,1052,392,174,664,-987,836,514,268
266,536,338,-163,791,424,1060,395,191,666,-990,831,509,265
265,535,335,-170,726,417,1057,395,175,507,-988,831,509,261
265,535,337,-175,696,409,1049,388,148,487,-987,831,511,262
265,539,335,-168,735,421,1062,387,155,624,-989,830,512,264
265,539,332,-162,777,441,1077,393,174,629,-986,832,511,265
268,536,336,-165,770,434,1069,391,168,539,-984,836,512,268
268,539,337,-165,756,408,1049,386,155,574,-987,834,514,266
264,542,334,-159,778,399,1039,389,163,647,-992,828,515,263
269,537,333,-158,781,407,1051,397,172,601,-993,828,513,263
272,534,338,-165,743,405,1064,393,174,544,-983,832,512,265
269,537,343,-165,734,400,1057,380,201,605,-980,832,510,267
265,537,338,-162,758,412,1059,381,240,677,-988,832,509,266
268,535,332,-163,788,428,1080,393,213,621,-989,833,509,265
270,536,335,-164,800,426,1082,399,154,542,-984,835,510,268
265,540,338,-163,786,413,1068,393,165,589,-989,834,511,267
268,544,336,-164,764,414,1069,384,216,633,-994,832,513,263
268,542,333,-166,735,415,1071,386,222,578,-989,831,515,263
262,535,333,-166,730,408,1067,390,209,595,-985,826,514,262
265,535,341,-167,756,413,1079,385,203,647,-986,827,512,263
267,537,338,-165,803,424,1093,383,192,623,-991,830,510,259
263,536,331,-160,795,420,1091,388,199,621,-990,826,504,257
267,536,334,-158,703,415,1095,388,231,623,-989,823,502,259
271,539,342,-159,708,422,1101,383,242,615,-990,823,509,252
270,541,344,-156,811,433,1099,387,234,702,-992,820,515,246
273,542,343,-156,785,438,1109,387,244,759,-993,817,511,250
279,542,345,-160,674,430,1112,383,235,603,-992,821,507,253
278,542,346,-160,702,419,1091,386,202,500,-989,825,511,249
279,539,347,-159,809,416,1074,391,197,658,-991,822,515,246
288,541,349,-156,808,416,1067,388,203,728,-998,817,512,249
289,546,348,-151,737,415,1070,388,191,609,-996,817,508,250
286,545,350,-150,720,418,1092,398,187,599,-991,820,509,249
287,552,348,-152,752,417,1100,392,228,639,-993,824,509,250
285,555,346,-150,745,414,1097,385,282,603,-995,822,507,250
287,545,353,-148,703,419,1107,394,272,635,-991,819,507,251
289,540,353,-152,728,431,1109,396,205,680,-993,817,506,251
288,546,352,-149,760,436,1100,391,168,594,-999,818,506,249
295,552,361,-142,721,433,1106,386,175,529,-994,815,508,240
302,556,364,-145,702,436,1107,384,181,585,-996,809,502,235
301,560,360,-141,718,448,1099,384,193,663,-1003,809,495,236
305,561,359,-130,722,450,1108,386,209,695,-998,808,502,233
311,561,358,-133,757,447,1121,382,207,662,-993,805,509,232
306,560,363,-139,803,449,1108,382,209,601,-1000,804,506,231
303,556,367,-137,774,444,1096,387,213,589,-1005,803,500,228
314,563,364,-133,696,429,1101,384,220,650,-1003,799,499,230
316,563,361,-130,678,423,1106,384,238,709,-1000,795,503,232
309,561,363,-128,731,420,1100,388,256,704,-1001,796,501,229
307,567,367,-130,796,418,1099,384,256,694,-1000,800,496,235
309,568,363,-138,764,430,1105,379,263,717,-1000,802,495,243
314,565,361,-143,661,438,1107,387,288,730,-999,804,496,239
313,562,366,-137,659,424,1108,394,287,729,-997,812,500,243
310,560,366,-133,709,414,1125,389,277,743,-994,815,506,248
311,560,363,-135,709,429,1143,386,286,794,-992,815,509,251
310,565,366,-134,722,435,1132,392,287,818,-992,815,510,257
305,567,370,-130,741,426,1120,398,275,774,-992,816,509,262
302,564,365,-138,701,433,1132,398,286,741,-993,825,508,266
296,560,361,-149,689,443,1125,396,308,718,-993,827,511,269
294,559,364,-145,745,428,1098,397,314,751,-991,826,515,276
290,560,356,-147,725,419,1107,398,327,857,-989,832,512,285
281,558,349,-157,680,438,1132,400,336,822,-984,842,510,282
277,553,354,-156,742,446,1130,398,328,703,-984,844,515,275
274,548,349,-152,789,437,1127,396,335,788,-984,845,520,285
268,544,336,-162,739,444,1139,396,354,898,-983,852,523,295
262,538,329,-171,699,455,1143,395,354,817,-982,852,522,288
256,533,329,-168,736,451,1136,396,334,772,-978,850,522,291
254,531,331,-166,767,446,1135,396,320,778,-981,851,519,303
251,528,329,-174,772,446,1125,396,321,729,-986,853,516,296
249,528,324,-180,770,436,1109,400,322,764,-979,855,521,294
247,526,322,-180,722,424,1110,404,309,845,-972,857,521,305
244,523,322,-182,694,438,1128,405,294,799,-978,859,519,306
244,528,319,-181,745,448,1131,405,286,711,-979,862,525,301
245,531,321,-179,804,436,1123,398,290,733,-972,860,525,301
246,530,328,-183,789,442,1130,397,306,799,-976,855,515,299
246,532,330,-183,760,474,1142,400,318,798,-984,855,520,295
245,535,324,-176,747,472,1135,396,311,797,-981,856,526,296
251,534,328,-174,712,446,1120,396,300,821,-979,854,517,296
259,532,332,-181,712,450,1122,400,289,728,-980,851,515,295
254,532,326,-179,752,459,1126,398,284,654,-982,850,526,296
248,532,325,-175,776,443,1118,398,303,784,-981,850,524,294
252,531,330,-178,740,438,1118,398,317,835,-976,850,517,292
259,533,332,-177,696,449,1136,395,311,699,-975,854,520,292
257,535,333,-174,745,448,1134,395,319,714,-982,852,521,290
250,534,333,-172,809,441,1108,399,330,856,-985,849,516,286
256,533,333,-170,777,439,1105,398,307,835,-980,852,517,287
261,536,331,-169,701,437,1127,396,283,725,-978,853,520,285
260,537,335,-168,699,441,1140,398,289,705,-982,851,520,281
259,532,338,-163,765,459,1138,397,300,770,-986,847,519,284
258,533,334,-166,773,467,1140,393,303,785,-981,845,515,286
257,539,331,-173,715,451,1140,397,310,721,-973,845,515,284
259,542,330,-173,743,437,1120,398,305,760,-979,847,517,283
264,536,332,-166,825,445,1104,393,284,831,-981,847,514,283
265,535,337,-166,766,463,1102,395,268,697,-977,844,514,285
262,540,339,-170,692,460,1106,400,260,612,-981,846,518,283
265,542,337,-164,755,446,1100,395,264,786,-986,850,517,282
264,534,334,-160,784,452,1097,396,277,864,-982,844,515,286
263,532,336,-166,726,466,1111,400,289,738,-981,841,516,285
267,541,338,-168,739,463,1133,393,286,681,-983,848,517,286
267,543,334,-166,797,461,1127,394,268,737,-984,846,517,285
266,540,332,-165,803,475,1101,401,251,770,-986,842,515,284
266,544,338,-164,768,479,1107,396,252,682,-986,845,513,283
267,545,342,-163,739,462,1124,391,266,595,-983,843,515,281
271,540,338,-166,758,456,1121,396,277,703,-982,836,516,277
270,541,335,-166,791,467,1125,397,293,864,-983,837,515,278
267,545,340,-162,775,473,1136,397,300,816,-986,842,513,281
269,540,337,-164,741,467,1129,400,283,683,-990,840,513,277
273,536,332,-167,754,461,1126,397,265,666,-988,838,514,277
270,544,335,-164,792,453,1134,391,259,705,-983,839,516,276
261,547,334,-161,779,439,1133,394,260,731,-984,838,516,272
263,545,334,-164,682,427,1123,398,259,703,-985,839,518,278
268,547,338,-165,675,427,1116,395,243,676,-983,845,518,279
264,542,337,-166,819,429,1104,391,210,699,-983,845,512,270
262,536,335,-170,839,421,1091,394,172,667,-986,839,513,277
269,540,337,-171,750,411,1089,398,153,631,-983,841,517,288
268,540,337,-164,762,401,1080,396,142,616,-977,846,517,283
261,531,336,-165,797,386,1061,394,119,543,-981,841,515,279
259,531,332,-171,782,376,1057,396,108,516,-983,843,515,286
258,537,330,-169,778,370,1057,396,115,583,-978,855,515,294
250,534,325,-170,776,365,1044,397,100,554,-979,853,515,294
245,531,322,-174,777,371,1038,400,67,452,-983,848,521,293
245,534,325,-178,811,387,1048,400,52,466,-976,854,521,294
240,535,325,-180,840,392,1048,399,59,516,-972,859,518,291
240,535,324,-180,860,393,1038,400,64,492,-976,860,522,296
241,530,319,-181,862,403,1045,397,41,463,-974,860,525,307
232,525,316,-186,823,409,1071,395,126,512,-970,866,524,308
229,527,318,-185,784,406,1074,400,360,622,-973,870,525,305
231,523,318,-185,784,411,1059,403,352,642,-977,866,524,309
231,518,315,-188,806,425,1075,401,50,529,-975,866,523,309
230,520,314,-187,819,431,1089,403,-75,436,-970,864,528,307
229,520,313,-189,829,434,1061,403,29,433,-967,859,525,307
229,522,314,-192,849,441,1036,401,64,459,-970,862,519,300
230,530,317,-186,857,447,1044,397,54,456,-979,861,521,292
230,534,312,-178,827,451,1057,395,96,442,-979,851,522,291
230,529,306,-182,791,445,1051,397,116,515,-976,849,518,290
230,520,311,-189,806,436,1037,396,118,586,-977,852,517,283
234,513,321,-188,858,438,1040,390,117,514,-978,854,514,282
232,515,316,-186,874,452,1059,389,126,485,-979,852,515,284
234,524,311,-180,850,464,1075,396,157,584,-981,848,524,282
241,524,316,-173,835,464,1075,400,163,563,-981,851,523,283
240,524,319,-178,827,480,1073,395,173,466,-978,855,513,282
248,529,324,-181,831,505,1078,392,205,506,-980,848,512,281
259,531,334,-172,861,506,1082,397,171,563,-981,843,515,282
259,533,336,-164,864,500,1076,399,91,516,-981,846,513,282
259,537,336,-166,826,504,1072,396,77,466,-986,842,512,284
270,538,340,-167,810,502,1078,394,110,490,-989,838,519,279
279,542,345,-162,813,502,1090,397,121,526,-986,840,522,275
280,550,347,-156,833,509,1102,399,135,541,-986,842,515,275
283,557,349,-152,862,499,1106,392,132,516,-990,841,513,275
288,557,349,-152,841,489,1103,386,104,459,-984,832,517,275
289,555,349,-153,822,500,1102,391,117,493,-977,830,517,274
291,557,354,-150,876,504,1094,400,147,579,-983,840,516,275
289,556,357,-150,844,497,1086,400,141,548,-989,844,517,275
281,546,351,-151,739,484,1093,395,134,473,-988,836,515,275
281,542,348,-151,813,480,1102,395,144,535,-988,833,512,273
283,545,344,-153,918,496,1103,397,145,579,-985,836,509,274
284,545,345,-153,846,506,1095,392,137,516,-988,839,509,275
285,549,347,-149,781,497,1089,390,125,521,-993,841,514,270
283,551,346,-153,816,496,1084,396,115,531,-988,837,517,271
284,551,343,-159,799,505,1085,396,125,497,-981,836,515,274
286,552,344,-157,768,505,1095,394,134,538,-985,839,512,272
278,551,344,-151,813,498,1089,396,131,536,-986,838,514,273
268,548,344,-149,849,495,1072,394,156,464,-982,839,516,281
272,545,341,-156,855,503,1071,393,185,522,-980,845,516,284
278,542,338,-158,870,507,1082,396,155,620,-980,852,513,281
266,544,341,-159,869,499,1089,396,113,596,-980,852,516,281
258,548,343,-163,823,509,1089,398,115,553,-976,851,522,292
265,551,340,-163,811,528,1089,400,118,493,-977,855,523,297
263,550,339,-162,844,530,1093,397,105,432,-983,855,519,289
258,550,343,-162,838,530,1092,396,114,499,-980,854,516,291
266,551,341,-164,805,535,1082,396,127,568,-975,855,518,298
270,548,336,-164,806,532,1089,397,133,512,-976,856,522,299
265,544,339,-163,841,535,1105,402,153,471,-980,861,523,299
263,542,341,-162,864,536,1091,402,170,518,-980,862,521,300
266,542,340,-166,870,518,1067,398,164,586,-978,854,521,299
264,543,339,-167,843,511,1071,397,153,592,-977,851,521,296
261,543,339,-160,801,530,1096,402,163,547,-978,855,519,293
265,542,344,-159,830,539,1105,401,142,529,-974,853,518,292
267,537,345,-163,872,532,1096,394,85,464,-976,849,517,290
264,538,340,-163,838,525,1101,393,74,391,-983,849,514,282
265,542,340,-163,794,524,1103,394,108,477,-983,849,515,279
268,544,340,-165,804,527,1094,386,114,582,-981,843,517,280
269,543,339,-159,820,532,1102,378,117,568,-982,838,514,279
268,540,332,-159,811,533,1119,385,143,521,-984,839,514,275
266,539,335,-167,786,533,1114,396,146,480,-982,841,516,272
266,541,345,-164,793,537,1099,396,145,484,-982,838,514,267
265,543,341,-161,868,546,1097,391,164,580,-986,830,512,263
266,542,331,-161,912,546,1099,392,177,666,-987,824,515,267
266,540,339,-157,882,533,1104,393,183,638,-983,826,515,266
266,538,346,-159,831,526,1105,391,189,527,-984,831,514,263
265,538,338,-166,778,534,1105,396,199,499,-988,830,510,266
262,535,334,-168,792,538,1107,399,209,620,-988,827,504,268
261,532,335,-166,877,529,1106,393,196,653,-990,834,509,265
259,532,335,-162,884,526,1113,393,183,554,-990,837,517,262
259,536,333,-162,813,532,1119,392,185,521,-986,833,513,262
264,540,333,-164,809,535,1115,386,176,522,-984,833,509,266
264,538,338,-163,833,536,1117,388,168,513,-987,838,511,270
264,535,343,-162,812,527,1114,392,174,583,-987,842,514,271
266,536,339,-162,772,520,1097,391,167,627,-983,838,516,273
267,539,337,-159,782,523,1089,394,154,529,-983,836,516,272
267,543,342,-157,837,520,1100,399,159,471,-987,840,515,277
268,544,343,-159,846,514,1104,396,170,550,-989,839,517,281
269,540,340,-160,818,506,1093,395,165,623,-988,835,515,275
271,543,338,-159,810,504,1083,399,149,573,-988,833,513,271
273,546,341,-158,814,517,1088,398,145,485,-988,837,513,271
273,544,345,-159,827,526,1101,395,160,491,-989,842,516,273
270,545,341,-161,857,514,1091,395,159,574,-989,839,519,270
268,545,340,-160,851,501,1070,394,137,598,-986,834,516,266
273,545,345,-154,837,513,1075,387,131,511,-983,836,512,263
273,549,343,-156,837,521,1093,384,150,482,-986,836,512,263
268,547,344,-158,809,514,1108,393,172,565,-989,834,514,271
272,539,347,-154,810,516,1115,398,184,576,-987,834,513,271
276,539,343,-155,835,520,1105,394,184,547,-986,834,511,263
274,546,341,-155,838,521,1104,390,182,583,-988,833,512,263
272,547,344,-152,832,520,1123,389,199,623,-987,830,515,264
274,549,341,-156,809,508,1124,390,213,596,-986,829,516,260
272,550,333,-161,807,498,1105,393,193,541,-989,828,513,260
270,547,332,-156,847,504,1100,386,178,567,-992,826,511,260
275,546,341,-152,850,494,1103,383,192,605,-990,825,512,258
272,548,343,-160,795,466,1088,391,179,504,-986,826,515,256
268,547,338,-161,777,460,1075,391,149,459,-989,826,512,257
266,539,336,-159,792,474,1087,387,161,598,-991,825,507,264
261,533,333,-163,802,490,1109,388,188,648,-990,825,512,261
259,538,334,-161,812,496,1113,387,195,555,-993,827,515,254
262,544,337,-155,814,496,1105,388,205,549,-993,827,507,255
267,540,331,-155,812,498,1100,396,203,581,-986,827,506,259
264,538,326,-160,806,485,1077,395,178,523,-986,831,512,259
262,540,330,-160,796,470,1051,385,165,488,-991,832,510,261
266,544,334,-155,798,482,1052,381,175,541,-991,828,506,262
262,547,334,-156,819,487,1062,383,175,577,-989,831,508,259
257,547,333,-160,824,469,1064,388,163,563,-988,833,513,262
267,543,334,-157,793,477,1080,389,172,569,-985,827,511,266
271,540,338,-159,809,490,1098,387,182,562,-989,826,506,263
258,541,340,-161,857,481,1088,394,171,469,-992,832,509,261
255,541,334,-158,844,482,1070,394,166,448,-988,836,515,263
267,542,331,-159,803,485,1071,385,175,563,-987,833,512,267
270,543,335,-163,782,465,1073,388,165,612,-991,830,510,267
262,539,332,-162,792,457,1066,398,158,569,-988,829,513,263
261,535,331,-160,846,472,1067,396,172,548,-984,830,516,265
266,536,334,-162,853,473,1074,390,178,517,-989,832,516,267
262,539,331,-165,796,461,1077,393,187,503,-991,830,515,263
257,538,327,-169,804,460,1074,396,196,589,-987,827,514,264
258,534,329,-170,841,464,1068,392,189,635,-986,826,513,264
261,533,331,-165,828,470,1071,389,185,603,-986,826,512,262
260,535,328,-162,815,475,1073,393,196,584,-987,827,512,265
255,536,327,-167,791,473,1066,396,209,501,-990,826,513,265
256,534,329,-173,777,481,1070,392,222,486,-987,826,515,258
258,534,324,-171,838,501,1081,393,227,657,-986,825,515,260
257,533,323,-167,881,508,1075,395,217,690,-991,827,512,268
259,531,330,-164,834,511,1076,393,217,552,-989,830,511,266
255,532,328,-164,794,529,1097,393,226,561,-983,826,516,260
