F3,FC5,AF3,F7,T7,P7,O1,O2,P8,T8,F8,AF4,FC6,F4
267,536,344,-136,750,507,1149,395,323,625,-985,839,515,273
267,543,341,-138,751,508,1146,397,324,624,-981,839,520,275
269,547,341,-137,750,499,1135,398,301,623,-983,839,517,278
269,541,345,-137,751,481,1113,402,279,621,-983,842,513,273
266,540,347,-140,752,471,1101,404,258,621,-980,841,518,269
267,544,345,-138,750,487,1120,399,263,624,-986,842,516,272
272,546,343,-132,749,504,1138,396,285,625,-992,843,511,275
274,544,348,-133,751,489,1112,398,286,623,-988,841,514,274
273,541,349,-135,750,467,1088,397,270,624,-988,841,515,270
270,541,342,-134,749,487,1111,395,262,625,-991,841,515,272
269,544,341,-136,750,509,1125,398,268,623,-986,840,518,273
271,543,343,-136,750,492,1111,400,281,624,-984,840,519,273
271,542,340,-136,752,490,1115,400,288,625,-989,840,514,273
268,542,338,-141,753,499,1128,400,273,625,-989,842,513,270
268,539,342,-142,753,487,1125,399,265,626,-985,844,517,269
271,540,346,-136,752,489,1123,400,279,627,-988,844,517,271
276,541,347,-136,751,502,1119,402,295,625,-989,842,514,271
275,537,346,-140,751,492,1102,399,309,623,-983,839,516,268
268,538,343,-136,750,485,1095,396,311,627,-982,840,516,273
267,538,342,-133,745,504,1099,398,294,625,-986,844,515,277
270,535,343,-139,746,508,1099,402,280,619,-984,842,519,273
268,538,342,-140,752,486,1097,396,271,621,-982,839,518,269
268,541,341,-134,751,466,1093,392,261,625,-986,843,512,272
272,539,339,-131,749,466,1100,399,254,624,-989,843,510,275
271,541,337,-136,752,473,1110,401,257,622,-986,836,515,272
270,542,340,-136,756,469,1107,397,270,624,-983,836,521,268
270,540,345,-132,756,467,1105,399,281,626,-983,838,523,271
267,540,343,-132,755,472,1109,404,283,627,-985,837,518,273
269,541,338,-135,751,473,1108,402,272,625,-987,843,513,271
273,541,339,-135,749,473,1101,397,256,625,-987,846,514,270
270,541,342,-131,749,474,1100,401,244,625,-988,841,518,273
267,538,339,-130,750,476,1103,408,239,625,-982,844,519,274
270,536,339,-135,752,476,1101,404,252,626,-979,849,519,273
272,537,342,-138,752,477,1099,397,279,624,-990,844,519,270
269,540,344,-135,749,476,1111,398,291,623,-991,843,516,272
267,542,343,-136,748,475,1132,400,274,625,-982,846,514,276
269,542,339,-139,750,468,1129,399,269,625,-988,842,517,280
271,543,336,-136,754,465,1102,400,264,622,-991,834,517,280
271,542,340,-138,752,470,1102,398,227,623,-982,837,512,276
270,539,345,-140,749,475,1128,399,225,625,-985,846,513,277
269,539,343,-134,750,479,1140,405,267,624,-994,846,518,276
269,543,341,-137,751,476,1121,402,269,624,-986,841,518,274
269,541,342,-143,748,462,1099,397,239,624,-978,841,516,273
269,539,343,-138,749,460,1102,399,248,623,-983,843,514,274
274,541,344,-130,751,473,1117,399,269,624,-984,842,514,275
273,542,343,-132,750,467,1109,398,248,625,-986,845,517,274
270,538,340,-138,751,440,1092,400,221,625,-990,841,515,278
273,540,341,-139,751,433,1108,400,225,623,-986,837,513,282
275,543,340,-137,747,458,1137,394,251,623,-982,843,518,276
272,539,340,-139,747,477,1141,396,260,626,-987,842,521,270
270,534,341,-144,749,462,1130,400,248,626,-988,835,519,274
271,539,341,-137,751,449,1125,397,247,625,-984,840,518,278
273,547,339,-131,756,466,1124,397,259,626,-985,846,519,274
272,548,338,-137,755,472,1116,398,257,626,-986,841,518,273
267,542,340,-140,750,448,1103,397,231,625,-987,838,514,279
266,542,342,-136,748,438,1093,398,205,627,-986,843,514,278
271,548,344,-133,749,456,1094,398,209,626,-983,845,519,274
275,546,342,-133,749,469,1097,394,231,620,-984,846,519,277
271,536,338,-135,747,470,1103,398,239,621,-987,848,518,277
265,536,339,-139,748,471,1121,407,237,626,-983,847,522,271
268,539,341,-138,749,472,1138,405,247,625,-977,841,521,273
274,538,341,-137,745,476,1141,400,254,621,-983,844,515,278
270,539,343,-137,742,466,1126,399,246,624,-990,848,515,270
266,541,342,-135,748,446,1104,399,244,627,-988,842,513,269
272,540,337,-130,754,452,1099,401,260,627,-983,842,510,276
278,541,338,-132,747,469,1107,400,260,627,-985,845,516,280
275,542,340,-139,743,463,1101,397,246,624,-986,839,521,276
271,540,338,-136,753,447,1098,400,243,623,-983,836,516,275
270,541,339,-129,757,442,1105,404,234,623,-984,841,513,275
267,540,342,-133,751,443,1101,399,213,624,-985,842,515,272
270,541,343,-140,748,445,1106,395,214,625,-982,844,516,269
273,541,343,-137,747,445,1125,401,237,625,-985,844,514,272
271,540,344,-133,746,455,1132,408,262,624,-985,841,520,276
270,541,340,-135,749,473,1141,405,274,626,-979,845,525,277
273,541,337,-139,753,480,1159,400,278,627,-983,849,516,272
276,541,342,-141,753,476,1153,398,292,624,-990,843,513,270
272,544,340,-139,753,474,1134,396,297,623,-985,839,519,272
267,543,333,-137,756,476,1133,399,276,626,-984,844,519,272
269,540,339,-137,757,476,1135,404,259,626,-990,847,517,268
274,540,347,-140,754,484,1132,402,265,625,-986,838,518,271
273,539,340,-143,748,501,1135,398,286,626,-978,834,518,275
269,538,336,-140,746,509,1139,401,314,626,-979,843,517,272
267,542,340,-136,747,492,1136,399,316,626,-982,842,516,271
268,542,342,-137,748,476,1130,397,289,626,-985,837,517,274
271,536,340,-138,748,475,1130,400,277,625,-986,842,519,273
271,539,339,-136,750,478,1135,400,284,626,-986,840,518,272
268,544,339,-137,747,477,1133,397,296,625,-991,838,517,275
269,540,339,-141,748,472,1118,398,293,624,-991,843,517,275
271,538,341,-138,756,471,1115,401,280,626,-986,843,516,272
272,538,340,-134,758,472,1128,400,282,627,-984,838,518,270
272,538,338,-133,751,473,1134,399,289,625,-986,837,520,273
269,540,339,-136,746,483,1134,400,292,625,-984,840,517,276
272,540,344,-136,753,497,1138,400,309,626,-983,838,514,275
275,540,341,-136,759,505,1139,399,342,624,-986,834,516,273
274,542,334,-138,752,500,1125,399,346,624,-987,839,517,274
273,543,338,-138,746,486,1105,399,311,625,-986,849,517,276
272,541,345,-136,746,473,1096,397,280,625,-985,846,517,273
270,540,341,-135,745,471,1102,397,262,625,-984,839,516,272
269,542,340,-140,746,471,1106,399,259,625,-981,841,516,273
268,542,341,-141,751,468,1098,400,274,625,-981,842,517,275
270,539,339,-135,751,481,1105,404,301,624,-986,842,518,276
278,537,341,-132,749,502,1124,403,321,625,-991,843,518,276
275,542,344,-135,753,507,1139,398,329,627,-993,838,515,273
265,542,343,-137,752,505,1139,398,321,626,-989,838,518,270
269,541,342,-137,746,503,1135,402,299,623,-983,841,519,269
275,543,340,-135,746,495,1135,402,296,624,-982,839,517,273
273,544,335,-133,752,494,1137,398,299,626,-987,838,518,276
271,543,338,-136,755,505,1134,395,284,626,-984,839,518,273
271,541,344,-140,752,495,1117,398,277,623,-981,840,514,274
271,545,342,-139,748,482,1113,401,288,623,-987,842,513,275
271,545,339,-139,750,494,1126,399,290,628,-986,842,513,270
276,540,342,-142,751,507,1135,395,287,629,-977,838,513,269
278,542,343,-141,751,502,1134,397,301,626,-980,835,513,272
271,544,338,-136,751,498,1120,400,302,626,-992,834,510,272
268,541,340,-135,752,501,1107,399,289,626,-989,835,509,270
272,538,344,-136,750,499,1108,397,292,623,-982,844,518,274
273,540,342,-135,749,499,1112,395,297,623,-985,847,522,273
271,542,341,-134,749,503,1104,398,281,627,-986,841,519,271
270,543,343,-137,747,498,1099,405,267,627,-983,843,519,278
269,542,341,-138,748,487,1115,400,283,625,-985,851,521,280
269,538,339,-139,750,493,1133,397,302,624,-988,843,520,272
270,536,343,-141,749,503,1132,405,305,626,-986,835,516,269
267,539,344,-137,751,501,1125,406,309,628,-984,841,519,273
266,546,341,-130,753,499,1129,397,303,627,-984,843,519,275
270,544,339,-131,751,492,1124,396,276,626,-985,835,512,275
268,538,339,-136,750,482,1111,398,267,626,-985,839,515,274
269,540,341,-139,751,484,1107,396,279,624,-983,848,522,271
274,544,340,-137,753,482,1104,395,272,626,-984,843,516,272
272,541,338,-132,749,469,1114,395,265,627,-987,840,514,272
269,538,342,-130,745,470,1130,396,288,624,-982,846,523,272
276,541,344,-136,750,476,1117,402,296,624,-984,845,520,274
277,541,341,-142,754,466,1092,406,270,625,-992,838,511,276
270,539,342,-140,751,453,1092,400,264,624,-990,838,515,274
272,540,344,-137,747,454,1102,393,276,625,-982,845,518,270
273,540,343,-137,745,467,1104,393,253,627,-987,846,519,273
268,539,341,-135,748,476,1103,398,234,624,-991,841,520,275
271,538,342,-136,751,472,1111,402,256,625,-981,842,518,270
275,539,340,-137,751,474,1131,397,265,627,-977,846,515,268
272,542,338,-136,749,481,1130,391,253,625,-986,842,517,272
272,544,339,-137,751,479,1105,393,264,624,-989,838,518,270
272,543,341,-138,752,477,1103,398,279,624,-985,842,515,269
268,545,344,-135,751,492,1132,397,287,624,-984,838,515,277
268,546,347,-135,749,512,1139,396,305,623,-987,834,517,279
269,538,344,-138,752,504,1112,397,299,622,-987,839,520,273
270,538,343,-134,758,475,1093,400,260,622,-990,843,520,273
272,543,342,-131,750,479,1099,404,246,624,-992,841,516,273
271,541,340,-130,743,501,1102,400,261,626,-989,840,512,272
270,542,339,-132,748,492,1091,390,265,626,-987,843,513,276
272,547,341,-135,750,472,1091,390,258,626,-987,842,518,275
270,545,343,-132,752,466,1100,396,263,626,-986,841,521,266
272,540,342,-128,755,468,1100,399,276,626,-985,842,517,267
275,543,342,-129,751,491,1112,401,283,624,-985,842,513,275
270,543,341,-133,748,509,1128,402,269,624,-982,844,515,271
268,539,339,-132,752,486,1125,399,239,624,-984,848,518,268
271,540,338,-130,751,480,1115,395,224,623,-991,842,518,277
272,544,338,-132,745,503,1114,397,236,623,-990,837,519,279
275,547,341,-131,755,488,1107,399,238,625,-986,844,523,267
280,542,345,-130,763,465,1104,401,237,625,-985,841,519,268
275,537,343,-133,759,486,1119,397,262,624,-987,833,508,277
268,540,341,-135,750,505,1128,393,282,624,-987,837,509,272
268,542,346,-132,749,502,1130,399,274,625,-984,843,517,268
270,541,345,-130,750,507,1135,402,276,625,-984,838,519,272
269,542,341,-127,750,511,1137,399,298,625,-989,842,517,272
265,541,342,-124,752,504,1137,398,296,625,-986,846,518,269
266,540,343,-126,751,502,1151,400,276,626,-981,840,520,269
272,544,344,-124,751,510,1169,394,280,627,-983,838,517,274
273,547,344,-121,752,510,1162,388,294,625,-988,843,515,274
270,546,343,-125,750,493,1139,394,287,624,-988,840,517,270
267,544,343,-131,750,481,1126,401,271,625,-988,833,519,268
264,544,343,-131,754,492,1132,400,272,627,-986,842,517,271
268,547,341,-128,756,498,1139,398,285,626,-983,847,516,271
271,545,343,-132,751,474,1132,396,274,626,-985,838,514,270
269,539,346,-139,748,472,1130,395,260,626,-982,839,515,273
273,539,344,-138,750,506,1139,400,273,626,-983,849,517,274
273,541,343,-133,750,499,1133,400,280,626,-989,845,515,270
268,543,346,-135,751,475,1126,395,273,625,-987,836,516,271
271,544,343,-135,750,492,1134,399,291,625,-983,842,520,273
274,545,340,-128,749,502,1132,400,300,626,-986,847,518,270
270,543,344,-123,752,488,1131,395,279,623,-988,843,514,270
271,543,346,-124,753,497,1155,399,294,623,-985,845,517,275
275,541,342,-123,751,511,1159,400,313,626,-983,846,519,275
272,542,341,-125,750,508,1147,393,284,626,-984,838,517,269
270,545,344,-132,751,513,1152,397,280,623,-987,837,516,272
271,546,345,-136,752,510,1148,404,307,624,-987,843,519,275
268,543,346,-133,752,497,1129,400,311,626,-981,843,520,274
269,543,346,-127,749,498,1128,396,300,626,-985,843,517,275
275,545,343,-124,750,505,1137,399,302,625,-993,845,516,273
274,544,343,-125,752,504,1131,400,314,625,-985,843,517,272
269,544,343,-127,748,499,1128,397,316,626,-975,843,518,274
269,544,340,-129,745,499,1152,399,324,626,-982,849,517,274
273,542,343,-130,748,509,1166,402,340,624,-993,847,520,271
274,541,348,-132,750,503,1139,398,327,626,-992,842,521,272
271,542,344,-134,751,498,1136,397,324,628,-984,846,516,280
267,537,340,-129,748,514,1163,396,371,625,-981,847,512,279
270,536,339,-128,745,520,1149,394,384,624,-986,845,515,271
275,541,339,-135,749,505,1125,395,341,624,-993,847,521,270
272,542,341,-137,752,500,1138,399,323,624,-989,843,522,274
266,539,344,-134,751,507,1138,400,341,625,-984,840,517,273
269,540,341,-135,752,509,1132,398,350,627,-988,846,519,274
273,544,339,-135,753,507,1144,397,346,626,-989,844,524,275
269,542,344,-133,753,506,1146,397,342,624,-987,834,515,270
267,542,345,-132,756,511,1138,398,353,624,-986,835,510,271
270,544,340,-129,753,518,1123,394,351,625,-984,839,518,272
272,544,337,-128,751,508,1103,397,324,626,-981,842,521,270
274,542,341,-132,752,501,1110,403,334,626,-979,843,517,272
271,540,342,-132,748,515,1137,399,366,624,-982,837,514,274
268,541,340,-130,749,512,1127,393,341,623,-987,839,514,271
269,542,341,-132,754,498,1107,400,318,625,-991,842,517,271
270,543,343,-131,750,515,1127,401,359,625,-990,836,520,274
272,539,344,-131,743,526,1135,389,374,623,-983,835,516,276
279,538,344,-140,748,504,1122,387,349,623,-985,841,511,277
278,543,341,-141,754,502,1131,400,357,626,-990,841,517,276
271,544,338,-137,752,515,1142,401,355,626,-985,839,521,276
271,540,343,-140,752,502,1131,395,331,623,-984,847,515,280
273,539,347,-137,755,504,1142,397,365,623,-990,849,515,275
270,543,345,-133,755,533,1174,399,420,626,-989,840,517,269
270,542,345,-137,749,521,1156,394,399,627,-985,837,516,270
272,537,345,-135,748,487,1112,395,360,625,-988,842,516,275
269,540,345,-130,750,492,1109,399,370,626,-990,845,517,274
267,548,348,-134,749,499,1129,392,364,628,-989,844,518,272
268,546,343,-135,752,492,1128,387,316,627,-989,841,518,274
271,540,339,-133,753,488,1117,396,301,626,-990,837,518,277
272,540,340,-136,749,470,1126,402,317,627,-990,837,516,274
271,540,342,-139,748,478,1176,395,338,626,-987,842,519,271
273,543,341,-140,751,537,1217,389,407,625,-987,841,520,274
273,544,341,-139,752,537,1177,393,422,627,-987,836,522,270
270,544,343,-137,749,520,1189,396,376,628,-983,836,520,267
270,548,343,-136,748,602,1331,399,466,628,-983,841,514,273
273,547,343,-132,746,640,1354,401,552,627,-984,844,515,273
272,543,345,-128,746,582,1246,396,455,625,-983,841,522,271
272,546,343,-124,752,667,1369,401,493,623,-985,844,520,271
273,549,342,-126,754,817,1605,411,703,624,-983,846,513,270
275,548,345,-131,750,774,1526,403,696,625,-982,842,513,270
278,549,348,-131,747,675,1331,390,565,624,-990,841,516,271
276,548,346,-127,750,681,1361,398,579,623,-992,842,515,272
272,539,347,-128,751,657,1406,402,582,626,-988,838,514,274
272,538,345,-132,748,571,1306,394,465,628,-990,837,513,277
273,548,340,-134,749,589,1300,398,446,628,-989,839,512,273
270,546,343,-135,749,678,1404,405,576,625,-984,840,516,270
268,540,345,-135,746,643,1370,400,569,624,-983,841,519,275
266,547,343,-137,742,569,1301,398,450,627,-986,842,516,278
269,551,339,-139,745,635,1388,397,519,629,-988,844,514,273
275,543,338,-137,750,721,1481,393,659,625,-983,842,516,270
274,542,343,-140,747,671,1427,392,578,623,-983,838,517,275
269,548,345,-141,744,664,1424,394,537,624,-988,840,520,280
270,545,343,-137,751,727,1482,394,639,624,-985,843,518,277
272,541,342,-138,755,641,1342,397,533,623,-977,845,513,270
271,543,342,-141,751,550,1243,400,412,624,-984,844,512,269
269,544,342,-134,749,667,1434,399,599,623,-989,840,516,272
265,546,343,-131,751,766,1550,397,734,623,-985,839,516,274
265,546,344,-138,751,679,1386,395,578,626,-985,844,511,273
275,542,342,-140,752,625,1347,395,521,626,-987,845,512,272
279,536,341,-138,751,669,1493,393,654,625,-984,842,515,270
273,540,340,-137,749,692,1518,392,669,623,-985,845,514,275
272,547,342,-135,747,744,1537,394,671,624,-989,847,515,279
276,540,344,-135,746,797,1625,391,781,626,-988,841,518,275
275,540,342,-137,745,801,1655,392,859,625,-984,838,516,275
271,550,340,-133,747,714,1517,397,748,625,-983,841,514,279
271,544,341,-134,751,601,1393,397,561,627,-980,841,518,276
275,536,342,-138,751,680,1542,394,629,626,-980,840,517,270
278,539,343,-137,750,771,1628,392,809,626,-984,844,513,271
273,536,345,-139,751,600,1391,393,693,626,-987,841,516,276
268,536,346,-140,751,478,1282,395,533,624,-985,835,518,276
272,547,345,-136,749,599,1472,400,653,626,-985,840,519,274
277,546,344,-136,748,633,1504,402,692,627,-992,841,517,275
276,546,344,-139,747,648,1500,395,671,623,-991,839,511,274
273,549,344,-138,748,771,1649,392,855,628,-988,840,515,275
274,541,343,-139,752,679,1552,399,837,634,-991,841,519,280
274,542,341,-140,746,530,1401,397,632,628,-991,839,515,278
271,547,339,-137,744,585,1443,389,623,625,-989,839,515,272
272,541,340,-137,752,649,1466,396,712,626,-991,842,520,273
275,536,343,-136,755,614,1450,400,733,624,-989,844,519,279
274,543,345,-139,747,604,1475,396,744,621,-986,843,517,279
273,546,341,-142,740,583,1416,399,710,623,-992,843,518,275
276,541,339,-137,743,517,1352,400,657,625,-994,840,518,273
274,538,342,-135,750,482,1372,396,657,623,-987,835,518,275
268,539,339,-138,753,472,1355,396,620,623,-988,835,516,272
273,542,335,-142,749,491,1349,397,603,625,-989,841,512,266
276,545,339,-141,750,503,1374,399,624,626,-986,843,514,266
272,544,343,-134,753,501,1358,399,616,626,-986,841,518,274
270,542,340,-131,751,544,1393,394,675,626,-990,838,517,282
269,544,340,-138,749,573,1439,391,737,624,-988,834,517,280
269,541,343,-134,748,553,1404,395,700,624,-982,837,518,271
271,536,342,-128,745,493,1335,396,601,624,-986,844,518,268
272,541,339,-136,747,442,1314,396,548,623,-994,843,520,277
273,542,340,-139,754,457,1324,397,567,622,-994,836,521,282
276,537,343,-134,753,476,1285,399,565,625,-985,840,519,274
275,538,343,-138,748,427,1229,400,491,626,-986,849,516,273
273,545,342,-142,748,453,1307,394,521,624,-989,848,513,279
272,546,341,-136,750,542,1402,391,653,623,-985,843,514,272
271,543,341,-133,755,470,1297,391,589,625,-986,842,514,266
270,540,341,-137,754,384,1216,396,452,629,-989,842,515,274
270,544,341,-138,747,470,1349,396,530,627,-988,842,516,273
270,544,343,-134,750,536,1435,394,638,624,-991,844,515,268
268,538,344,-133,750,482,1346,397,590,625,-990,844,516,273
267,540,340,-133,745,436,1263,402,525,626,-981,840,518,274
272,543,340,-135,747,403,1226,402,495,625,-982,840,519,270
276,543,343,-138,749,373,1205,396,453,623,-990,843,515,267
275,544,341,-136,746,423,1248,396,466,624,-987,840,512,268
270,544,339,-137,749,448,1259,404,504,627,-987,838,516,274
269,540,342,-143,749,397,1223,404,488,627,-990,846,520,276
272,541,343,-141,745,419,1264,393,501,625,-988,850,514,272
272,543,339,-136,748,456,1272,389,525,626,-985,839,509,275
267,546,342,-139,750,402,1188,395,480,629,-984,839,516,282
269,544,343,-139,745,399,1203,392,486,628,-987,847,520,279
284,537,342,-134,747,470,1277,393,551,628,-988,840,514,275
283,538,342,-136,748,435,1206,404,489,628,-988,835,513,273
272,544,346,-136,747,393,1173,405,413,628,-987,841,521,272
274,547,348,-134,750,409,1222,397,429,628,-987,842,525,273
276,547,343,-138,747,431,1249,397,469,628,-990,835,517,270
271,544,338,-139,741,487,1289,399,525,628,-991,838,517,269
273,541,342,-134,742,465,1237,398,482,628,-984,842,522,272
270,543,347,-137,748,369,1122,398,369,628,-981,840,516,274
262,541,343,-141,749,381,1144,398,398,628,-988,838,513,273
266,536,342,-134,748,434,1198,398,443,628,-986,841,519,272
272,541,346,-136,747,377,1121,397,353,628,-983,844,515,272
268,547,343,-143,749,387,1143,398,376,628,-991,841,512,272
269,544,340,-140,750,454,1219,400,457,628,-992,838,516,272
271,543,340,-135,746,392,1147,400,361,628,-986,843,516,274
271,546,341,-136,745,355,1122,400,311,628,-985,845,513,277
273,545,342,-137,748,387,1149,402,358,628,-990,839,515,274
275,536,342,-136,751,355,1094,397,304,628,-990,840,518,267
272,536,338,-134,752,316,1060,394,236,628,-986,845,519,271
271,545,337,-133,750,378,1145,398,312,628,-985,844,517,277
274,541,338,-134,746,432,1192,394,386,628,-985,843,515,272
271,529,337,-135,746,380,1111,389,323,628,-984,839,517,270
269,534,339,-137,752,323,1040,396,237,629,-983,840,519,273
274,543,345,-137,755,339,1070,401,232,628,-986,846,516,273
276,545,345,-136,750,395,1143,398,292,626,-989,842,512,272
272,546,339,-137,747,416,1144,399,322,625,-989,835,513,275
268,542,341,-138,753,406,1116,401,313,624,-987,840,514,274
269,537,345,-139,753,387,1116,400,299,623,-984,844,515,270
273,539,339,-140,749,351,1089,402,276,626,-986,839,517,269
273,537,339,-137,750,334,1048,409,253,629,-988,838,517,275
272,537,344,-133,753,336,1042,407,224,627,-991,842,513,276
274,543,343,-137,751,348,1081,400,234,625,-994,845,515,272
275,547,341,-143,748,366,1105,398,269,626,-993,847,518,273
272,547,339,-141,748,358,1073,401,256,628,-989,842,516,276
269,545,338,-141,752,315,1028,400,207,626,-988,838,516,277
270,544,342,-142,757,299,1011,391,186,624,-987,839,516,277
270,545,342,-138,753,306,1000,393,190,625,-984,838,517,275
270,541,341,-137,748,289,991,399,178,623,-985,835,516,271
271,539,343,-141,752,290,1000,399,169,622,-987,838,515,269
271,542,344,-139,754,310,996,395,157,623,-986,842,516,270
270,543,342,-134,750,295,984,396,138,625,-989,840,518,271
270,544,343,-137,750,288,989,400,131,625,-993,842,515,273
271,541,342,-140,754,318,984,400,132,625,-990,846,520,274
269,537,341,-137,755,311,956,399,119,626,-986,842,525,272
269,541,340,-136,754,269,943,398,79,629,-986,839,517,273
271,546,340,-142,753,269,950,398,68,628,-988,840,514,275
272,544,340,-146,748,269,923,398,53,626,-993,839,520,273
272,544,339,-141,752,246,884,403,2,626,-995,841,517,274
271,547,338,-137,760,260,906,404,10,624,-992,845,513,277
271,548,339,-138,753,298,957,398,65,622,-990,844,518,276
273,544,341,-139,748,296,947,401,49,624,-987,843,523,274
270,538,339,-143,751,260,892,403,-15,625,-985,847,521,275
268,542,339,-144,749,236,884,397,-5,624,-983,847,517,275
272,547,345,-139,747,259,936,397,39,625,-983,846,513,275
277,541,347,-138,752,290,947,402,28,625,-982,842,515,273
277,539,339,-137,749,261,907,399,-18,624,-984,838,519,270
273,547,337,-132,745,225,913,399,-24,624,-989,841,518,272
268,545,339,-132,750,250,944,401,23,624,-983,843,514,273
267,541,340,-135,748,273,926,397,22,624,-978,837,518,272
271,547,339,-133,742,257,917,397,-14,625,-982,841,521,273
274,545,341,-135,752,259,951,403,5,626,-984,848,517,272
273,537,345,-137,759,284,953,405,42,625,-982,845,514,270
274,539,344,-133,750,272,924,400,39,624,-986,841,516,275
274,546,338,-133,749,255,930,397,16,624,-990,843,517,277
274,545,339,-139,756,267,944,401,0,623,-989,841,514,270
279,544,342,-139,749,264,929,401,16,624,-988,842,513,268
278,544,341,-137,747,261,940,392,45,626,-987,844,517,274
268,542,337,-137,750,287,974,393,38,625,-983,839,518,273
267,543,338,-135,750,286,954,400,23,626,-980,839,516,271
269,545,343,-135,749,252,920,402,27,628,-983,845,516,275
266,547,341,-141,752,265,947,401,31,627,-991,841,514,276
267,550,340,-144,754,304,974,399,31,625,-989,837,514,271
270,550,344,-138,759,295,955,397,19,626,-984,841,516,269
269,546,344,-134,758,286,966,403,33,626,-985,846,512,272
270,542,337,-139,748,312,993,404,78,626,-986,846,512,273
273,541,339,-135,747,327,981,399,73,627,-985,840,522,274
273,543,346,-130,752,311,971,400,75,628,-984,838,523,278
273,545,344,-136,751,304,988,404,134,628,-987,839,513,273
276,542,341,-139,749,307,985,403,110,626,-991,836,515,272
273,540,342,-136,751,308,972,403,40,624,-988,838,520,275
267,544,342,-137,749,303,980,402,73,625,-984,845,516,270
269,541,340,-136,744,302,986,398,84,626,-986,847,516,268
272,534,340,-137,748,314,977,400,27,623,-985,844,517,274
271,537,343,-144,755,316,957,399,46,621,-979,842,516,275
269,541,343,-144,752,301,931,398,81,623,-982,839,517,273
265,539,338,-143,747,310,929,400,77,624,-989,840,518,274
268,538,335,-145,748,328,937,396,90,623,-985,845,516,275
276,539,338,-142,750,320,945,392,106,622,-984,843,516,275
275,539,342,-138,750,326,974,398,124,622,-987,840,520,273
266,545,343,-139,750,334,992,399,120,623,-985,843,522,273
267,546,345,-141,752,310,966,394,52,627,-979,845,517,274
271,542,347,-143,755,316,958,396,28,627,-983,844,517,272
268,544,341,-138,755,366,988,400,91,624,-989,843,518,270
268,545,338,-135,750,371,987,402,112,625,-988,844,514,270
273,538,343,-142,749,369,982,397,117,626,-988,845,515,272
276,542,342,-146,751,432,1032,389,162,623,-989,845,522,279
273,552,337,-141,751,434,1035,392,154,622,-987,842,521,277
271,542,341,-139,754,363,979,401,145,623,-986,841,519,272
270,534,344,-137,753,368,997,400,194,626,-987,845,520,279
271,541,340,-138,748,407,1034,396,169,626,-985,846,515,284
271,539,339,-138,747,372,987,397,76,622,-982,845,510,276
267,535,341,-134,751,338,963,400,101,623,-986,844,513,272
269,546,341,-135,752,357,999,402,197,626,-987,843,516,273
271,551,340,-136,750,369,1005,401,154,624,-983,843,516,274
268,541,343,-131,752,391,996,401,80,624,-984,844,516,275
268,537,346,-132,751,405,1017,401,166,628,-989,842,515,271
271,543,345,-138,750,381,1038,399,240,626,-987,839,514,268
271,546,345,-135,754,379,1035,400,154,624,-985,838,517,271
272,546,343,-128,751,415,1041,399,140,628,-988,838,518,271
278,548,343,-130,746,427,1066,396,284,627,-989,835,515,270
278,548,348,-134,750,406,1060,398,294,624,-986,837,513,275
271,546,350,-132,753,410,1032,401,178,625,-983,844,515,276
271,547,342,-130,747,434,1043,398,195,626,-985,847,517,272
279,547,337,-135,745,418,1042,397,242,626,-986,839,517,273
279,549,343,-136,749,389,997,398,179,626,-981,834,513,278
275,548,345,-133,751,402,998,393,150,625,-981,837,510,274
277,543,343,-135,751,426,1049,392,198,623,-988,836,514,269
275,542,342,-139,747,412,1052,398,202,625,-989,835,517,277
269,545,341,-136,750,399,1018,399,175,626,-984,842,514,280
272,544,342,-133,759,429,1044,397,204,627,-981,845,510,271
273,538,343,-136,753,443,1077,399,259,625,-986,842,512,268
271,537,343,-143,743,409,1029,400,253,623,-988,841,515,272
272,541,340,-142,746,379,986,399,202,624,-984,845,516,274
272,542,340,-138,753,398,1037,398,210,625,-985,846,517,276
270,541,341,-140,755,422,1081,400,235,624,-989,842,518,274
269,542,343,-140,752,404,1033,399,180,623,-992,836,517,274
268,545,341,-138,747,394,995,397,133,625,-993,838,518,277
269,540,337,-137,747,407,1013,400,148,627,-991,842,520,270
271,536,340,-135,749,407,1020,403,164,626,-986,844,519,267
271,540,341,-135,747,395,1000,397,167,625,-983,845,516,276
271,541,339,-136,749,390,1009,395,187,624,-985,841,515,276
268,536,338,-138,753,393,1037,397,216,625,-988,837,517,271
266,537,341,-139,751,399,1054,396,228,626,-986,841,522,274
269,543,343,-138,748,405,1061,396,218,625,-983,842,521,272
272,541,345,-139,751,395,1050,400,189,625,-987,836,515,269
268,536,345,-141,754,397,1039,400,174,626,-989,836,515,276
265,537,342,-138,751,402,1038,394,177,626,-986,844,515,277
267,535,342,-139,747,386,1036,398,182,626,-986,845,513,269
268,532,342,-143,748,390,1035,402,196,626,-991,839,518,267
269,536,339,-141,749,413,1039,399,197,626,-988,836,520,273
270,536,337,-138,749,412,1045,394,178,626,-986,841,514,274
269,540,339,-137,750,407,1057,392,171,625,-988,843,520,272
268,546,339,-135,748,410,1070,395,179,625,-986,839,527,276
267,541,337,-137,746,402,1073,400,185,627,-982,836,518,279
268,535,342,-141,751,397,1076,398,192,624,-984,841,516,275
269,544,347,-139,747,407,1078,395,191,622,-987,843,526,268
269,549,339,-136,739,409,1071,401,193,624,-986,837,521,268
268,542,335,-136,747,407,1066,402,194,626,-986,835,513,272
