F3,FC5,AF3,F7,T7,P7,O1,O2,P8,T8,F8,AF4,FC6,F4
262,535,335,-139,737,514,1193,388,338,627,-985,838,518,266
266,537,338,-143,746,512,1192,399,337,627,-986,829,517,268
267,542,333,-141,754,502,1172,407,304,626,-986,831,519,264
266,544,333,-141,747,486,1183,396,281,626,-983,843,521,264
265,541,338,-140,747,473,1194,391,267,627,-983,841,517,267
264,539,335,-140,751,467,1172,397,241,625,-982,834,511,266
264,541,330,-140,749,464,1153,397,231,622,-984,838,516,270
267,543,339,-138,748,476,1158,392,254,622,-987,843,521,278
266,543,342,-140,748,492,1161,395,266,625,-985,843,522,277
262,539,337,-140,748,482,1161,399,261,626,-984,842,521,270
265,539,337,-136,750,475,1177,396,272,627,-985,842,519,270
269,544,341,-136,749,495,1201,395,292,625,-986,843,518,272
264,544,341,-140,745,509,1195,399,302,623,-984,843,519,271
262,539,337,-139,751,507,1171,397,305,624,-983,838,514,268
267,539,339,-136,754,508,1164,394,301,626,-984,835,509,268
270,540,339,-137,750,508,1151,398,295,626,-982,839,513,271
267,536,338,-139,751,500,1139,396,291,625,-983,840,516,271
264,536,344,-140,751,501,1155,395,282,626,-986,837,520,268
265,541,344,-137,749,505,1169,402,273,626,-986,838,522,268
268,543,338,-139,748,504,1166,400,272,626,-988,838,518,270
269,541,337,-141,749,503,1186,395,276,626,-987,835,517,272
267,543,340,-136,753,506,1198,397,285,626,-981,836,519,273
267,543,338,-135,757,504,1173,397,297,626,-981,842,516,272
266,538,339,-139,751,504,1165,394,304,626,-986,842,516,271
267,540,343,-138,745,523,1174,396,308,626,-985,837,516,273
269,545,341,-134,751,532,1164,398,325,626,-984,840,517,271
266,542,337,-134,755,511,1152,393,343,626,-985,842,519,268
264,540,339,-135,751,499,1162,394,323,626,-986,837,518,270
264,541,342,-137,753,504,1165,392,281,625,-986,834,515,272
267,540,337,-140,756,501,1153,387,269,624,-985,838,515,272
266,543,335,-138,751,497,1156,393,276,624,-987,841,515,272
265,543,340,-138,748,502,1164,401,277,624,-989,840,516,270
265,542,340,-140,750,500,1166,397,291,624,-986,837,515,267
268,547,336,-137,751,498,1178,395,313,624,-982,834,512,267
269,544,338,-137,753,505,1195,399,322,624,-987,836,516,266
265,543,343,-137,752,514,1202,395,320,624,-993,839,520,266
261,546,339,-134,749,514,1196,397,310,624,-986,841,517,269
264,545,336,-136,753,505,1179,404,296,624,-979,840,516,267
269,542,340,-140,753,499,1159,405,282,624,-984,837,515,264
269,542,338,-139,745,500,1151,404,265,624,-989,835,515,266
266,539,335,-138,746,498,1155,402,260,624,-982,837,518,264
266,538,341,-137,752,499,1176,394,264,624,-978,841,517,264
265,541,343,-136,748,505,1198,393,262,624,-984,839,514,271
263,541,337,-136,745,503,1183,394,251,625,-989,839,514,271
263,541,336,-137,755,490,1160,391,256,623,-987,840,514,265
267,543,342,-139,760,488,1161,399,287,621,-983,840,514,269
268,547,342,-138,750,496,1166,403,302,622,-985,836,514,270
267,549,339,-138,749,498,1165,397,288,625,-987,836,515,267
266,542,341,-138,754,499,1169,396,277,624,-983,840,517,273
266,536,341,-137,750,502,1169,393,274,623,-982,839,519,275
264,542,337,-136,746,503,1165,387,270,624,-987,836,517,271
266,548,336,-137,750,500,1163,392,268,625,-989,840,516,273
267,543,340,-138,755,500,1151,397,254,624,-985,843,519,273
264,542,337,-137,754,500,1134,392,220,623,-983,840,517,266
264,546,334,-137,751,502,1139,397,214,622,-987,837,514,265
267,543,340,-138,750,502,1154,404,241,622,-987,839,513,267
266,540,340,-139,751,504,1172,403,265,623,-985,839,517,270
263,547,335,-138,749,506,1206,402,293,622,-985,836,521,271
266,547,339,-136,746,505,1230,398,323,623,-985,836,521,269
267,541,343,-136,747,505,1212,396,327,623,-986,839,517,269
261,544,336,-138,747,504,1177,400,314,623,-984,841,511,272
261,549,331,-135,745,506,1164,399,300,623,-980,841,510,273
273,542,333,-134,747,508,1169,393,271,623,-981,840,513,270
272,536,335,-137,749,501,1168,395,236,622,-984,840,517,271
262,541,337,-138,748,511,1148,405,233,623,-984,841,520,271
264,543,343,-135,744,529,1132,403,257,623,-987,842,522,269
272,542,343,-136,746,517,1123,391,264,622,-987,840,519,271
266,547,337,-139,752,497,1103,395,249,623,-979,839,517,275
258,548,337,-137,754,499,1095,404,266,625,-979,838,522,269
263,540,339,-135,752,502,1131,398,319,624,-987,840,520,263
265,540,335,-137,751,504,1182,401,350,623,-985,842,512,268
268,548,333,-137,750,512,1207,410,343,624,-978,840,516,272
267,546,336,-134,751,509,1205,394,323,625,-982,839,522,271
262,541,341,-138,752,507,1186,386,311,624,-987,838,517,273
262,544,342,-144,753,507,1160,400,298,624,-985,837,514,273
266,542,338,-139,750,484,1139,403,270,624,-988,839,516,268
264,534,333,-136,746,466,1129,398,237,623,-995,840,516,266
260,537,337,-140,749,471,1131,395,217,622,-991,839,517,266
264,543,339,-139,754,463,1112,391,207,622,-985,838,517,272
263,543,336,-136,752,439,1070,395,203,623,-982,839,516,278
261,541,337,-138,749,437,1063,397,193,622,-984,840,519,273
268,539,339,-143,751,463,1104,392,189,623,-993,840,518,268
271,538,337,-142,753,479,1132,396,223,622,-992,839,515,271
262,543,336,-139,754,471,1136,396,265,622,-985,838,516,270
259,546,334,-141,752,468,1149,393,269,624,-983,837,515,267
266,542,336,-146,747,490,1166,399,274,624,-985,839,516,270
270,541,344,-141,749,514,1182,401,313,624,-986,840,520,272
266,546,343,-137,750,512,1179,391,334,625,-988,838,518,271
265,544,332,-141,746,504,1164,390,318,624,-986,836,515,272
267,538,334,-139,749,505,1164,398,300,623,-985,840,519,274
268,538,340,-134,753,494,1158,399,276,624,-989,843,518,273
266,539,335,-136,751,465,1122,396,246,626,-990,840,514,271
268,536,333,-140,751,452,1098,396,237,624,-985,838,516,270
269,540,339,-139,756,465,1105,400,240,623,-986,837,518,272
265,548,339,-138,753,471,1105,403,225,625,-990,838,517,275
262,546,338,-140,746,469,1105,399,210,629,-988,838,517,270
260,538,340,-141,748,485,1124,398,221,627,-983,839,517,261
265,537,341,-139,752,505,1151,400,259,624,-984,840,517,262
276,539,340,-138,748,521,1169,398,300,625,-988,840,516,268
274,540,340,-139,745,534,1166,395,313,626,-987,839,518,266
263,543,341,-136,752,538,1143,398,308,624,-982,840,519,265
267,544,341,-132,754,535,1127,400,306,624,-986,840,518,272
271,541,338,-136,750,533,1131,390,306,625,-989,840,516,274
263,540,338,-138,750,535,1130,387,304,623,-987,843,516,272
264,543,344,-138,751,538,1131,400,295,622,-986,842,516,270
271,542,346,-143,754,530,1130,406,280,622,-987,836,517,269
269,541,342,-143,754,509,1109,396,280,623,-983,836,517,275
263,546,339,-138,750,504,1104,391,299,622,-984,839,516,273
266,549,338,-135,749,505,1130,394,306,622,-988,838,517,267
269,543,340,-138,752,500,1140,391,298,622,-983,839,521,271
265,540,339,-139,752,512,1141,393,303,623,-984,840,522,275
263,544,338,-138,751,532,1155,400,313,622,-990,839,517,269
268,540,342,-137,752,535,1148,398,307,622,-985,839,516,268
271,535,341,-138,749,530,1126,393,304,625,-983,839,518,274
264,543,336,-138,747,534,1128,392,316,625,-988,837,520,274
263,550,337,-135,751,539,1130,396,313,623,-988,840,521,271
268,546,340,-134,752,537,1123,398,297,624,-984,841,518,270
268,541,340,-138,751,530,1144,399,296,626,-983,839,515,271
265,542,337,-140,749,533,1161,401,309,626,-984,841,519,271
268,540,331,-137,750,530,1142,402,314,625,-985,841,519,269
272,540,333,-135,751,515,1134,399,311,626,-983,838,516,269
267,541,338,-135,750,515,1158,395,303,626,-985,836,519,269
261,539,333,-136,749,521,1170,398,298,626,-990,840,521,267
265,540,331,-138,751,519,1151,400,314,624,-988,838,517,267
269,541,336,-137,752,512,1133,396,320,622,-989,835,516,269
266,539,337,-137,750,516,1129,392,305,622,-993,838,518,272
266,541,335,-138,752,529,1131,391,297,623,-989,842,515,277
267,543,336,-140,753,526,1120,394,296,622,-984,837,515,277
266,541,335,-138,748,513,1112,400,293,623,-984,833,520,272
267,544,337,-133,746,519,1124,404,301,622,-986,839,518,273
269,547,341,-134,750,520,1130,403,310,622,-990,843,513,274
269,544,338,-136,753,508,1139,399,308,624,-992,837,516,269
266,541,337,-135,751,523,1159,396,325,625,-987,831,520,271
262,538,343,-136,748,538,1167,398,343,625,-983,834,518,273
264,536,339,-140,751,530,1158,400,332,625,-985,838,516,271
267,539,330,-138,753,529,1145,394,316,626,-990,838,513,273
268,542,333,-138,747,530,1132,391,309,627,-989,842,513,277
270,543,339,-140,747,525,1131,397,291,623,-986,841,519,269
270,543,337,-139,749,530,1135,398,272,620,-988,837,518,264
266,542,334,-136,747,532,1132,395,281,623,-988,835,514,269
270,542,334,-137,749,516,1132,401,296,625,-984,839,517,272
272,541,338,-139,751,502,1130,406,300,623,-984,841,521,272
263,541,340,-139,747,503,1131,403,301,622,-985,837,518,270
259,546,336,-139,750,504,1134,395,297,623,-984,836,516,269
265,543,336,-141,756,507,1133,391,302,623,-986,838,517,269
267,540,341,-140,753,524,1144,396,317,622,-987,837,517,273
266,543,339,-136,754,536,1161,400,323,623,-987,836,518,275
266,542,335,-136,756,529,1162,396,319,623,-985,838,523,276
269,539,338,-138,750,530,1157,398,317,623,-984,838,518,279
270,541,339,-139,750,534,1162,407,309,623,-987,834,512,276
270,544,337,-138,754,532,1161,406,299,623,-985,838,517,272
270,541,337,-139,750,532,1149,403,305,623,-981,839,516,276
271,540,334,-140,748,520,1135,401,301,623,-987,835,512,271
269,544,333,-140,752,501,1130,397,277,623,-990,836,515,260
265,546,337,-137,749,499,1150,403,264,623,-982,840,519,265
268,543,336,-136,745,495,1163,407,277,623,-984,838,516,276
269,539,334,-138,752,486,1147,397,297,623,-993,837,511,270
265,541,336,-139,757,494,1131,400,296,623,-988,840,514,264
266,543,340,-138,752,504,1132,408,294,623,-985,838,519,272
270,544,340,-137,751,502,1133,393,299,623,-989,837,518,279
268,545,338,-138,752,504,1128,388,304,623,-987,839,513,270
268,540,338,-138,751,508,1134,403,304,623,-982,836,516,267
268,540,337,-139,749,507,1144,402,294,622,-986,834,519,270
264,544,335,-137,753,507,1141,394,281,622,-988,835,513,267
266,543,334,-138,758,507,1133,397,260,624,-983,836,513,268
267,541,337,-143,754,505,1135,394,248,621,-983,836,518,270
264,545,338,-142,750,502,1139,393,251,620,-985,836,518,266
266,548,338,-138,749,501,1132,399,259,625,-986,840,515,265
271,545,342,-138,749,493,1131,397,265,627,-985,843,516,268
269,541,342,-139,751,486,1128,397,281,623,-983,841,517,270
269,542,341,-139,752,488,1106,403,306,624,-979,836,515,273
271,542,341,-140,750,497,1094,398,328,627,-979,838,515,271
266,542,340,-136,749,517,1111,386,342,626,-986,843,513,269
264,544,340,-133,750,541,1133,388,332,625,-987,843,515,271
272,545,339,-139,749,545,1136,397,308,626,-981,838,522,273
272,541,338,-140,746,535,1136,400,295,626,-983,836,519,271
260,540,338,-136,746,530,1139,396,279,626,-991,839,515,272
259,543,338,-134,749,525,1127,397,260,626,-989,838,519,270
268,543,338,-139,751,505,1106,404,250,626,-984,833,519,266
269,541,339,-143,751,478,1098,399,268,626,-986,835,515,267
268,543,339,-138,755,465,1098,387,314,626,-989,838,515,267
268,546,338,-133,754,475,1110,389,344,626,-989,833,517,262
267,543,338,-138,748,479,1133,395,333,626,-989,831,517,266
269,538,337,-143,749,480,1141,391,321,626,-994,839,518,272
269,539,338,-140,752,495,1146,390,322,626,-990,839,518,269
265,544,335,-136,749,510,1159,396,315,626,-986,835,518,266
271,545,332,-137,745,517,1151,401,293,626,-990,837,517,269
274,544,336,-135,745,515,1130,399,273,626,-990,840,515,267
265,546,339,-133,749,496,1127,393,276,626,-987,839,516,266
267,547,335,-138,751,471,1132,395,293,626,-987,838,515,272
274,546,335,-140,753,472,1134,404,299,626,-985,838,511,273
268,543,339,-135,754,494,1135,404,301,626,-981,839,514,271
268,541,339,-137,749,506,1137,398,323,626,-983,842,517,272
277,542,339,-141,747,503,1134,397,332,626,-982,842,511,269
274,541,343,-136,751,500,1111,403,313,626,-982,840,512,263
270,540,342,-134,749,506,1095,407,303,626,-987,838,521,265
270,543,339,-137,748,508,1104,403,302,626,-990,836,519,272
266,544,336,-136,750,508,1119,403,291,626,-990,839,514,271
264,543,338,-136,748,504,1134,406,288,626,-986,841,519,269
268,545,343,-139,747,504,1159,397,307,625,-982,837,520,274
271,546,342,-137,751,525,1189,390,334,627,-985,835,516,276
272,541,334,-135,751,540,1194,402,353,626,-986,840,518,268
272,539,333,-137,750,524,1178,405,356,622,-983,841,517,266
271,543,338,-138,751,504,1157,391,343,623,-984,839,516,272
270,546,340,-135,751,504,1138,392,325,626,-990,839,518,274
269,545,338,-136,753,506,1122,404,317,625,-987,837,517,270
272,541,341,-137,752,505,1120,403,327,624,-985,839,512,270
269,543,343,-137,751,507,1127,394,328,624,-990,841,514,271
266,547,339,-140,755,503,1123,391,319,623,-990,836,516,272
269,543,335,-140,756,505,1134,395,343,624,-987,836,517,269
271,537,340,-135,749,515,1165,398,364,625,-988,840,519,265
269,545,339,-134,746,515,1191,395,334,624,-987,838,515,265
267,550,335,-138,751,506,1195,391,311,624,-980,835,515,269
265,545,340,-139,753,508,1194,392,325,624,-982,840,519,272
264,542,341,-135,752,511,1189,397,321,624,-989,842,518,272
270,544,335,-137,752,506,1175,396,296,624,-989,839,518,275
275,542,340,-140,754,505,1166,395,291,624,-989,838,517,272
271,541,348,-139,752,507,1149,392,313,623,-989,837,516,268
263,540,342,-137,751,505,1127,389,330,622,-990,839,518,270
265,537,337,-137,751,505,1116,392,328,622,-991,841,520,272
268,541,341,-138,750,506,1124,395,325,624,-989,837,516,268
263,542,339,-139,750,514,1142,398,338,624,-985,837,516,269
265,542,335,-136,752,529,1168,399,349,624,-984,839,518,276
270,546,338,-135,749,534,1189,396,344,625,-985,835,516,273
268,545,343,-138,747,532,1193,395,335,626,-985,831,518,273
269,541,341,-137,749,529,1195,403,324,624,-983,835,522,279
276,542,340,-135,752,518,1182,405,292,624,-984,839,520,274
276,544,344,-141,752,496,1152,394,243,624,-986,843,514,268
268,539,341,-141,750,473,1128,391,227,624,-985,845,516,273
264,539,338,-134,752,462,1125,399,254,624,-978,841,521,275
270,542,341,-136,752,468,1131,404,283,623,-981,839,518,268
275,544,341,-139,746,473,1122,402,299,622,-986,840,514,267
269,546,342,-138,747,470,1093,397,305,623,-981,842,516,274
263,548,344,-140,752,484,1073,397,301,622,-982,840,521,275
264,542,340,-138,752,503,1092,396,311,622,-990,836,520,272
268,536,338,-136,751,502,1134,393,326,622,-990,840,517,277
268,538,343,-139,751,510,1172,390,328,622,-986,844,519,279
267,541,345,-138,750,532,1196,392,326,622,-987,841,520,272
265,540,340,-137,754,540,1199,391,318,622,-986,835,515,271
267,544,338,-141,754,532,1187,388,307,622,-984,836,515,273
270,550,344,-141,747,527,1176,397,296,622,-983,840,518,271
268,544,345,-138,751,515,1159,404,267,622,-983,843,512,270
266,535,340,-138,755,489,1139,396,236,622,-988,843,510,269
264,540,341,-137,751,468,1124,394,248,622,-989,840,518,269
261,547,343,-136,751,466,1105,403,289,622,-987,839,521,269
262,542,340,-137,753,468,1089,404,315,622,-989,840,516,266
267,537,339,-137,748,465,1090,403,317,622,-992,836,517,267
270,544,342,-138,747,465,1096,401,312,622,-984,833,517,272
267,549,343,-139,750,468,1101,396,295,622,-980,839,516,271
266,548,342,-140,751,468,1118,397,277,622,-985,843,519,273
270,543,342,-141,751,484,1147,404,284,622,-985,841,520,279
273,541,340,-138,750,506,1164,404,302,622,-983,838,518,273
270,543,337,-132,748,507,1149,401,293,622,-986,839,518,270
267,545,340,-134,748,501,1129,396,274,622,-987,839,517,275
268,543,339,-141,748,508,1136,392,273,622,-983,838,517,273
268,539,333,-139,748,498,1138,396,271,622,-986,839,519,268
266,541,334,-133,753,476,1133,401,287,623,-989,837,517,273
267,541,339,-136,755,485,1139,401,331,622,-985,839,512,275
273,543,338,-138,750,503,1141,396,361,623,-983,842,516,271
275,545,335,-136,750,498,1142,389,360,625,-987,838,519,271
267,541,341,-137,751,488,1158,396,354,626,-985,837,517,270
267,539,345,-142,749,481,1163,406,338,625,-982,842,516,269
273,542,341,-143,747,477,1156,399,300,625,-984,843,518,272
272,546,337,-137,751,477,1156,394,269,626,-986,838,523,273
270,543,336,-136,756,472,1163,402,256,626,-985,838,523,269
269,537,340,-141,751,468,1160,397,241,626,-981,838,519,270
266,538,345,-138,744,475,1143,391,229,626,-983,836,518,272
264,542,339,-135,751,470,1126,402,239,626,-987,837,519,269
271,544,330,-137,756,469,1126,403,265,626,-987,837,519,272
274,543,337,-135,749,489,1125,391,297,626,-985,838,518,278
271,543,339,-132,746,505,1122,391,314,626,-986,839,518,275
271,544,330,-136,750,500,1140,402,301,625,-982,838,518,269
271,544,336,-141,750,491,1165,407,277,624,-981,839,517,269
270,540,348,-139,750,492,1182,404,271,624,-990,840,520,270
269,539,342,-135,749,502,1199,403,287,624,-992,840,522,270
268,541,337,-134,748,507,1207,405,299,624,-985,839,517,275
264,538,342,-134,749,489,1184,404,276,624,-982,838,513,280
263,533,341,-135,749,471,1149,400,244,624,-985,840,517,275
268,536,341,-139,748,467,1131,395,235,624,-987,841,515,270
272,540,343,-139,750,460,1118,394,234,622,-989,839,513,271
272,537,339,-137,751,461,1104,401,241,622,-984,837,517,272
271,534,338,-139,749,473,1096,404,269,624,-979,838,517,272
270,540,338,-139,748,474,1095,398,296,624,-984,839,515,274
269,542,334,-137,748,480,1106,395,309,624,-987,838,517,274
272,540,335,-138,749,501,1135,401,319,625,-984,839,515,273
273,544,344,-140,752,509,1163,403,328,626,-981,839,518,273
272,545,347,-139,752,504,1173,401,344,626,-985,837,522,271
271,541,342,-138,746,509,1175,397,353,625,-987,837,511,269
272,543,340,-135,745,509,1168,392,329,623,-983,837,503,270
275,543,341,-135,750,495,1155,395,295,624,-983,838,514,270
275,539,341,-139,751,481,1136,402,278,625,-986,840,522,271
272,543,339,-138,749,473,1109,404,272,624,-984,839,514,271
268,546,338,-135,748,459,1094,401,268,624,-980,838,510,269
269,543,340,-137,748,443,1091,398,266,624,-988,842,515,272
271,542,341,-137,748,433,1075,396,270,624,-990,841,515,276
265,542,341,-136,749,434,1061,396,287,624,-982,837,513,274
267,544,339,-135,749,452,1061,399,296,624,-984,840,517,273
277,548,335,-138,749,472,1067,402,286,624,-988,840,521,271
277,548,343,-139,748,475,1084,401,269,624,-987,835,519,266
271,546,351,-138,750,469,1111,398,266,625,-986,835,514,267
273,544,343,-139,754,472,1139,401,286,627,-981,843,511,268
273,542,339,-139,751,492,1163,401,316,625,-981,842,514,265
272,540,345,-139,747,512,1177,393,337,623,-988,838,514,268
276,539,340,-140,747,497,1161,391,332,628,-988,841,510,273
274,535,333,-139,748,476,1139,395,319,629,-982,841,515,272
269,541,338,-137,751,492,1141,392,333,626,-983,838,519,269
273,548,342,-137,751,513,1146,392,354,626,-989,837,515,270
274,544,339,-137,748,507,1131,400,338,625,-986,837,518,273
272,543,335,-136,746,485,1123,401,308,623,-981,837,520,274
276,548,336,-137,748,468,1133,399,308,623,-987,841,512,272
273,549,342,-136,753,468,1135,402,301,625,-990,839,516,272
266,541,343,-135,751,474,1131,399,271,624,-987,838,521,275
270,537,339,-134,753,469,1135,392,263,624,-987,842,519,274
275,543,341,-136,758,479,1134,394,292,624,-988,839,520,270
274,548,345,-139,753,499,1133,397,310,624,-986,836,519,273
274,546,343,-137,751,488,1133,395,292,624,-991,838,515,273
274,543,339,-135,756,471,1124,394,273,624,-989,839,515,266
270,545,337,-142,754,470,1106,400,271,624,-982,839,515,263
267,544,338,-143,749,472,1097,401,279,624,-984,841,515,271
270,541,341,-136,749,470,1095,396,300,624,-984,842,519,274
273,539,341,-134,747,465,1092,393,309,624,-983,841,516,271
271,538,338,-138,747,457,1093,395,287,624,-985,841,512,271
270,540,337,-140,752,463,1109,399,267,624,-982,838,516,271
272,540,337,-136,749,473,1125,403,259,624,-982,837,518,268
272,540,336,-134,750,470,1132,399,250,624,-991,840,515,269
271,540,337,-136,752,480,1136,393,263,624,-993,842,518,270
271,542,338,-138,750,491,1134,394,297,624,-985,840,521,268
270,546,338,-136,748,478,1121,398,305,624,-983,838,517,267
269,547,340,-136,748,471,1113,398,297,624,-987,840,516,271
268,541,342,-136,747,479,1111,401,302,624,-987,839,518,276
270,539,343,-134,750,479,1099,400,302,625,-984,837,516,276
274,544,337,-137,754,472,1091,388,303,626,-985,840,515,269
273,543,337,-139,750,474,1094,388,332,627,-985,844,517,268
267,544,343,-138,750,487,1101,400,348,626,-986,840,517,273
268,545,342,-136,753,499,1119,397,318,624,-986,839,514,275
275,541,337,-138,753,507,1144,391,291,624,-984,840,515,273
277,540,341,-138,752,504,1143,398,293,626,-985,842,519,268
272,542,347,-136,751,488,1118,399,292,625,-985,842,520,268
266,541,341,-135,753,472,1102,391,277,624,-983,838,518,270
265,538,337,-135,756,472,1095,392,247,624,-986,838,522,267
272,537,342,-136,753,463,1077,399,199,624,-988,840,520,267
271,539,343,-139,749,445,1050,400,167,624,-986,841,515,273
265,542,341,-137,751,457,1035,396,177,624,-987,841,516,273
266,543,342,-133,750,474,1041,396,211,624,-986,841,518,270
269,543,338,-139,750,471,1057,396,248,624,-980,838,515,273
271,540,333,-143,752,485,1084,398,290,624,-980,839,518,275
274,537,340,-137,750,508,1121,402,330,626,-986,840,519,270
274,543,343,-136,748,505,1149,400,339,625,-983,837,517,269
267,547,336,-140,752,483,1143,394,307,625,-979,840,515,270
266,544,338,-134,752,472,1129,394,282,627,-986,841,512,270
269,542,345,-132,750,477,1135,396,291,626,-990,838,513,270
271,542,343,-140,750,473,1135,394,288,624,-985,837,516,271
272,539,338,-141,751,459,1108,396,262,624,-985,840,515,273
271,541,340,-136,749,454,1078,397,259,625,-984,840,514,274
270,544,341,-136,749,449,1064,394,263,623,-979,838,517,273
272,541,334,-138,751,441,1059,397,245,624,-986,841,516,277
269,539,331,-136,752,443,1054,403,235,624,-988,840,510,277
263,539,342,-135,750,447,1057,399,228,623,-982,838,512,267
264,541,345,-138,753,451,1061,392,218,624,-986,841,517,266
269,541,337,-139,756,465,1066,397,237,624,-991,842,514,273
268,540,335,-138,754,478,1086,403,256,623,-986,839,509,271
265,539,342,-138,755,471,1103,396,251,625,-984,840,510,268
268,540,343,-139,755,458,1104,389,248,627,-984,845,511,273
276,545,337,-138,751,462,1119,397,260,626,-984,840,513,274
271,542,337,-136,750,472,1139,398,270,624,-985,837,515,273
263,536,343,-140,751,463,1128,391,272,624,-990,842,513,274
265,535,342,-143,752,448,1106,395,267,624,-989,842,516,270
266,541,339,-141,754,445,1098,402,259,625,-981,834,519,267
265,545,341,-136,752,439,1081,400,251,626,-979,837,513,268
273,542,339,-137,748,434,1065,397,255,626,-987,841,515,271
276,541,338,-138,750,441,1065,405,265,624,-986,839,523,275
273,544,345,-137,754,452,1073,404,244,623,-981,841,519,279
272,547,343,-141,756,460,1082,396,207,625,-984,843,513,275
273,545,338,-141,754,469,1100,395,224,627,-987,842,517,267
274,546,340,-136,753,491,1125,398,267,626,-986,843,519,268
276,547,341,-137,757,511,1138,395,280,624,-983,843,517,279
274,544,338,-139,751,499,1135,391,273,622,-982,839,523,279
272,543,337,-136,743,478,1131,398,266,622,-985,839,521,272
275,544,341,-137,746,477,1139,406,268,623,-984,840,514,277
275,544,343,-140,754,473,1134,397,277,624,-979,837,515,279
268,545,344,-137,751,452,1110,389,265,624,-983,838,517,273
266,541,342,-138,750,430,1089,396,245,624,-988,841,517,272
272,537,340,-139,754,421,1076,405,242,624,-981,838,516,275
273,537,341,-136,754,430,1075,398,238,623,-978,836,517,270
270,539,340,-135,751,434,1083,390,234,622,-986,840,519,269
273,544,340,-137,750,446,1092,395,264,622,-987,843,520,274
272,548,342,-139,750,471,1100,402,289,622,-983,841,520,275
265,545,341,-139,753,481,1106,402,283,622,-984,841,520,274
264,542,341,-138,752,474,1112,396,282,622,-984,841,519,274
271,544,343,-137,750,472,1113,393,287,623,-985,838,517,274
275,545,342,-138,757,461,1107,393,272,622,-985,838,515,276
272,544,337,-138,758,444,1104,395,254,624,-981,841,517,274
271,541,335,-140,751,442,1106,394,251,627,-983,842,520,273
271,537,337,-140,755,440,1105,394,264,627,-987,843,521,277
269,538,341,-136,753,437,1099,397,295,624,-986,839,520,277
267,543,341,-137,745,439,1097,397,317,624,-985,836,517,273
269,546,339,-138,748,440,1106,395,329,624,-984,839,518,274
272,543,341,-136,752,452,1125,395,351,624,-980,839,522,275
272,541,343,-136,745,473,1137,394,359,626,-986,834,522,274
272,544,339,-138,749,481,1133,396,345,626,-990,834,518,273
272,544,338,-136,760,477,1128,400,321,625,-986,834,516,274
274,540,340,-134,755,473,1128,398,289,625,-987,839,515,273
272,541,339,-135,748,468,1127,398,267,621,-989,841,515,274
268,548,342,-137,754,464,1140,399,277,619,-985,836,515,273
266,548,346,-140,755,469,1165,396,295,622,-982,834,517,272
268,545,342,-141,747,474,1167,392,307,625,-986,837,519,274
272,545,336,-138,748,466,1142,393,319,623,-985,840,520,271
272,545,340,-137,752,454,1130,395,331,623,-981,840,517,269
269,541,342,-141,750,456,1125,394,351,626,-987,838,515,273
268,539,339,-139,748,456,1102,395,356,626,-989,839,515,275
273,543,337,-134,745,441,1097,395,335,625,-985,839,514,271
274,547,339,-136,749,434,1121,394,314,626,-989,838,516,271
267,544,340,-138,750,450,1136,393,311,626,-991,840,519,275
265,540,341,-138,748,466,1137,396,306,626,-982,841,517,271
271,542,344,-136,747,464,1138,403,289,626,-975,837,517,268
272,541,341,-135,748,468,1152,400,270,625,-980,839,518,271
268,536,338,-138,746,473,1167,397,265,626,-982,843,515,273
273,541,342,-143,751,454,1154,404,268,626,-984,840,514,271
278,546,341,-140,757,444,1133,407,274,624,-988,836,517,270
272,545,337,-137,753,456,1129,401,296,622,-985,837,512,271
270,542,338,-138,750,450,1116,401,319,624,-983,839,508,275
272,543,339,-138,753,444,1094,403,326,625,-984,840,514,277
270,546,337,-136,751,465,1092,398,324,623,-988,838,521,273
270,543,341,-139,746,475,1106,395,317,623,-986,837,518,271
272,539,344,-140,748,466,1131,395,304,625,-983,838,513,275
269,539,345,-137,749,472,1177,393,302,624,-985,840,517,275
265,541,344,-135,749,480,1200,395,313,624,-991,839,522,274
270,546,340,-137,749,468,1182,403,306,624,-993,842,517,275
273,544,339,-140,750,465,1163,406,281,624,-988,846,514,272
271,536,341,-138,749,471,1152,399,267,624,-988,843,517,269
269,535,340,-134,748,455,1127,398,262,622,-986,838,518,271
268,543,339,-134,749,439,1101,400,253,622,-981,837,517,272
267,546,341,-137,751,456,1089,399,257,624,-986,837,517,270
272,543,342,-136,749,469,1072,394,274,626,-992,840,515,270
278,544,341,-135,743,458,1058,393,300,626,-984,842,516,274
271,545,338,-139,747,452,1063,395,318,626,-981,840,519,275
267,541,335,-138,755,447,1081,395,294,625,-986,838,517,270
272,538,341,-138,753,436,1112,393,254,626,-984,839,513,268
274,541,347,-141,752,435,1153,395,253,627,-981,842,515,270
271,544,339,-142,750,446,1174,401,264,626,-981,843,517,275
267,542,334,-142,749,448,1153,401,248,625,-983,841,517,276
264,541,342,-136,753,440,1117,393,230,627,-985,842,518,273
270,540,348,-135,756,450,1099,392,236,626,-985,844,520,276
272,542,342,-139,753,469,1101,401,256,624,-982,841,520,276
266,544,336,-143,752,465,1099,403,270,624,-986,839,517,271
270,542,340,-142,752,444,1085,395,269,625,-990,840,517,272
280,541,344,-138,748,438,1066,394,276,623,-987,839,517,276
275,544,345,-137,749,453,1062,402,302,624,-983,839,516,275
263,545,345,-139,748,471,1093,398,326,624,-983,841,518,272
267,545,340,-140,747,474,1138,388,324,624,-986,839,520,273
